,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,value of product
716,vermont,9999,2011.0,ford,prius v,excellent,6 cylinders,hybrid,99185.07784431137,clean,automatic,4wd,SUV,white,2
717,vermont,17999,2008.0,jeep,wrangler rubicon,excellent,6 cylinders,gas,99185.07784431137,clean,manual,4wd,SUV,white,2
718,vermont,15995,2016.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,114792.0,clean,automatic,4wd,SUV,white,2
719,vermont,12995,2010.0,toyota,tundra,excellent,8 cylinders,gas,162440.0,clean,automatic,4wd,SUV,white,2
720,vermont,20990,2015.0,ford,f-250 sd,good,8 cylinders,gas,134794.0,clean,automatic,4wd,truck,blue,1
721,vermont,11995,2016.0,ford,focus,excellent,4 cylinders,gas,66164.0,clean,automatic,fwd,SUV,white,3
722,vermont,13995,2008.0,ford,f350,excellent,8 cylinders,diesel,204229.0,clean,automatic,4wd,SUV,white,2
723,vermont,4995,2006.0,honda,pilot,good,6 cylinders,gas,173329.0,clean,automatic,4wd,SUV,white,2
724,vermont,7995,2009.0,infiniti,g37,good,6 cylinders,gas,106757.0,clean,automatic,rwd,SUV,white,2
725,vermont,13995,2010.0,ford,f150,excellent,8 cylinders,gas,104355.0,clean,automatic,4wd,SUV,white,2
726,vermont,10995,2014.0,gmc,terrain,excellent,6 cylinders,gas,136876.0,clean,automatic,4wd,SUV,white,2
727,vermont,6800,2010.0,honda,civic lx,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
728,vermont,13995,2009.0,toyota,tacoma,good,6 cylinders,gas,92491.0,clean,automatic,4wd,truck,silver,2
729,vermont,8995,2011.0,mazda,cx-9,excellent,6 cylinders,gas,130597.0,clean,automatic,4wd,SUV,white,2
730,vermont,13995,2009.0,toyota,tacoma x-cab 4x4,excellent,6 cylinders,gas,148972.0,clean,automatic,4wd,pickup,black,1
731,vermont,16995,2012.0,toyota,tacoma double cab trd 4x4,excellent,6 cylinders,gas,159000.0,clean,automatic,4wd,pickup,grey,1
732,vermont,13995,2014.0,volvo,s60 t5 awd,excellent,5 cylinders,gas,103162.0,clean,automatic,4wd,sedan,white,2
733,vermont,16995,2015.0,volvo,s60 t5,excellent,4 cylinders,gas,69308.0,clean,automatic,fwd,sedan,red,3
734,vermont,10995,2013.0,volvo,s60 t5 awd,excellent,5 cylinders,gas,120351.0,clean,automatic,4wd,sedan,black,1
735,vermont,7950,2009.0,ford,f-150,excellent,6 cylinders,gas,90952.0,clean,automatic,4wd,SUV,white,2
736,vermont,17995,2014.0,volvo,xc90 awd,excellent,6 cylinders,gas,92040.0,clean,automatic,4wd,SUV,white,2
737,vermont,15995,2013.0,volvo,xc60 t6 awd,excellent,6 cylinders,gas,90598.0,clean,automatic,4wd,SUV,black,1
738,vermont,17495,2014.0,volvo,xc60,excellent,6 cylinders,gas,59993.0,clean,automatic,fwd,SUV,black,1
739,vermont,13500,2013.0,bmw,328i xdrive sedan,excellent,4 cylinders,gas,68500.0,clean,automatic,4wd,sedan,black,1
740,vermont,24869,2014.0,ford,econoline,good,8 cylinders,gas,54594.0,clean,automatic,4wd,van,blue,1
741,vermont,24000,2014.0,ford,freightliner,excellent,4 cylinders,diesel,99185.07784431137,clean,automatic,rwd,SUV,white,2
742,vermont,18990,2011.0,ram,2500,good,8 cylinders,gas,117508.0,clean,automatic,4wd,SUV,white,2
743,vermont,17983,2017.0,ram,promaster city,good,4 cylinders,gas,24364.0,clean,automatic,fwd,van,white,3
744,vermont,14987,2010.0,chevrolet,express,good,8 cylinders,gas,89976.0,clean,automatic,4wd,van,silver,2
745,vermont,6500,2012.0,subaru,forester,good,4 cylinders,gas,110031.0,clean,manual,4wd,SUV,silver,2
746,vermont,6495,2007.0,volvo,xc 90,excellent,6 cylinders,gas,142000.0,clean,automatic,4wd,SUV,black,1
747,vermont,8995,2012.0,chevrolet,camaro lt rs,excellent,6 cylinders,gas,133000.0,clean,automatic,rwd,coupe,blue,1
748,vermont,23900,2015.0,gmc,sierra 1500 denali,excellent,8 cylinders,gas,138000.0,clean,automatic,4wd,pickup,white,2
749,vermont,2500,2004.0,jeep,grand cherokee,good,6 cylinders,gas,148000.0,clean,automatic,4wd,SUV,white,2
750,vermont,17995,2017.0,nissan,nv,excellent,6 cylinders,gas,96631.0,clean,automatic,4wd,van,white,2
751,vermont,24995,2017.0,ford,transit,excellent,6 cylinders,gas,39396.0,clean,automatic,4wd,van,white,2
752,vermont,5995,2003.0,toyota,camry le,excellent,4 cylinders,gas,96604.0,clean,automatic,fwd,sedan,blue,3
753,vermont,2000,1998.0,subaru,legacy outback,good,4 cylinders,gas,215775.0,clean,manual,4wd,wagon,white,2
754,vermont,6500,2010.0,gmc,canyon,good,4 cylinders,gas,99185.07784431137,clean,automatic,4wd,truck,blue,1
755,vermont,7950,2009.0,ford,BLUE BIRD Bluebird,excellent,6 cylinders,gas,98914.0,clean,automatic,4wd,SUV,white,2
756,vermont,4295,2009.0,subaru,legacy,excellent,4 cylinders,gas,175000.0,clean,manual,4wd,sedan,red,2
757,vermont,18995,2011.0,gmc,sierra,excellent,8 cylinders,gas,57566.0,clean,automatic,4wd,SUV,white,2
758,vermont,3500,2007.0,ford,international,excellent,8 cylinders,diesel,181428.0,clean,automatic,4wd,bus,silver,2
759,vermont,3500,1998.0,lexus,es 300,excellent,6 cylinders,gas,165000.0,clean,automatic,fwd,sedan,white,3
760,vermont,19990,2013.0,chevrolet,silverado 2500hd,good,8 cylinders,gas,77755.0,clean,automatic,4wd,truck,custom,1
761,vermont,10995,2011.0,buick,lacrosse cxl awd,excellent,6 cylinders,gas,42775.0,clean,automatic,4wd,sedan,silver,2
762,vermont,34900,2017.0,ford,f-150,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
763,vermont,26900,2018.0,jeep,cherokee,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
764,vermont,32900,2015.0,gmc,sierra 1500 slt,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
765,vermont,2495,2003.0,subaru,forester,like new,4 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
766,vermont,30900,2014.0,ford,f-250 lariat crew,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
767,vermont,22900,2011.0,ford,f150,excellent,8 cylinders,gas,54000.0,clean,automatic,4wd,pickup,white,2
768,vermont,25900,2017.0,ford,edge sel,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
769,vermont,7900,2013.0,chevrolet,equinox,excellent,4 cylinders,gas,104353.0,clean,automatic,4wd,SUV,black,1
770,vermont,3595,2008.0,volvo,xc 70 awd,like new,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,wagon,blue,1
771,vermont,2900,2007.0,saturn,ion,excellent,4 cylinders,gas,81403.0,clean,automatic,fwd,sedan,grey,3
772,vermont,17995,2018.0,subaru,forester premium,excellent,4 cylinders,gas,24200.0,rebuilt,automatic,4wd,SUV,blue,1
773,vermont,17750,2017.0,honda,civic ex hatchback 4d,like new,4 cylinders,gas,30294.0,clean,automatic,fwd,hatchback,grey,3
774,vermont,19995,2017.0,subaru,forester lmited,excellent,4 cylinders,gas,20000.0,rebuilt,automatic,4wd,SUV,red,2
775,vermont,17900,2014.0,audi,a8l diesel,good,6 cylinders,diesel,102489.0,clean,automatic,4wd,sedan,green,1
776,vermont,33990,2015.0,ram,1500,excellent,6 cylinders,diesel,38407.0,clean,automatic,4wd,pickup,grey,1
777,vermont,32990,2016.0,jeep,wrangler,excellent,6 cylinders,gas,22840.0,clean,automatic,4wd,SUV,white,2
778,vermont,4500,2006.0,ford,e450,good,10 cylinders,gas,165000.0,clean,automatic,rwd,van,white,2
779,vermont,10500,2003.0,toyota,tundra,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
780,vermont,29990,2015.0,chevrolet,silverado,excellent,6 cylinders,other,145469.0,clean,automatic,4wd,pickup,black,1
781,vermont,24495,2019.0,subaru,outback 2.5i limited,like new,4 cylinders,gas,10200.0,rebuilt,automatic,4wd,wagon,brown,1
782,vermont,12499,2014.0,nissan,pathfinder sv 4wd,excellent,6 cylinders,gas,92750.0,clean,automatic,4wd,SUV,white,2
783,vermont,23995,2016.0,toyota,tacoma,excellent,6 cylinders,gas,52200.0,clean,automatic,4wd,truck,silver,2
784,vermont,6995,2008.0,ford,edge,excellent,6 cylinders,gas,123203.0,clean,automatic,4wd,SUV,white,2
785,vermont,21495,2017.0,subaru,outback limited,excellent,4 cylinders,gas,23000.0,rebuilt,automatic,4wd,wagon,blue,1
786,vermont,23495,2018.0,subaru,outback limited,like new,4 cylinders,gas,13000.0,rebuilt,automatic,4wd,wagon,silver,2
787,vermont,15495,2016.0,subaru,legacy limited,excellent,4 cylinders,gas,30275.0,rebuilt,automatic,4wd,sedan,blue,1
788,vermont,22760,2014.0,chevrolet,silverado 1500,good,8 cylinders,gas,74785.0,clean,automatic,4wd,truck,red,2
789,vermont,19495,2017.0,subaru,outback limited,excellent,4 cylinders,gas,21600.0,rebuilt,automatic,4wd,wagon,red,2
790,vermont,2500,2010.0,nissan,altima,excellent,6 cylinders,gas,99185.07784431137,clean,manual,4wd,SUV,white,2
791,vermont,16995,2018.0,subaru,crosstrek 2.0i premium,excellent,4 cylinders,gas,37000.0,rebuilt,automatic,4wd,SUV,black,1
792,vermont,35995,2015.0,ford,f-350,excellent,6 cylinders,diesel,108663.0,clean,automatic,4wd,pickup,red,2
793,vermont,15995,2012.0,ford,f-150,excellent,6 cylinders,gas,84987.0,clean,other,4wd,pickup,red,2
794,vermont,8995,2005.0,ford,f-150,excellent,6 cylinders,gas,169989.0,clean,other,4wd,pickup,white,2
795,vermont,8988,2006.0,ram,1500,excellent,6 cylinders,gas,139870.0,clean,other,4wd,pickup,blue,1
796,vermont,11995,2010.0,ram,1500,excellent,6 cylinders,gas,124289.0,clean,other,4wd,pickup,red,2
797,vermont,14555,2009.0,chevrolet,silverado 2500hd,excellent,6 cylinders,gas,154237.0,clean,other,4wd,truck,white,2
798,vermont,13995,2005.0,chevrolet,silverado 2500hd,excellent,6 cylinders,gas,119116.0,clean,other,4wd,truck,silver,2
799,vermont,22995,2017.0,chevrolet,silverado 1500,excellent,6 cylinders,gas,97332.0,clean,other,4wd,pickup,black,1
800,vermont,18555,2014.0,chevrolet,silverado 1500,excellent,6 cylinders,gas,119772.0,clean,other,4wd,truck,grey,1
801,vermont,12955,2008.0,chevrolet,silverado 1500,excellent,6 cylinders,gas,84273.0,clean,other,4wd,truck,grey,1
802,vermont,9500,2011.0,bmw,328i xdrive,excellent,6 cylinders,gas,90000.0,clean,automatic,4wd,sedan,black,1
803,vermont,5400,2008.0,gmc,acadia,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,blue,1
804,vermont,16900,2014.0,ram,1500,excellent,8 cylinders,gas,79000.0,clean,automatic,4wd,pickup,black,1
805,vermont,4400,2002.0,chevrolet,silverado 2500hd,fair,8 cylinders,gas,82000.0,clean,automatic,4wd,truck,red,2
806,vermont,16995,2017.0,ford,explorer,excellent,6 cylinders,gas,85375.0,clean,automatic,4wd,SUV,blue,1
807,vermont,2795,2008.0,volvo,s80,like new,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,sedan,brown,1
808,vermont,2995,2006.0,subaru,limited outback 4x4 wagon,excellent,4 cylinders,gas,99185.07784431137,clean,manual,4wd,wagon,silver,2
809,vermont,4995,2010.0,subaru,forester limited,good,4 cylinders,gas,162524.0,clean,automatic,4wd,SUV,red,2
810,vermont,10995,2013.0,volkswagen,jetta tdi wagon,excellent,4 cylinders,diesel,44000.0,clean,automatic,fwd,wagon,black,3
811,vermont,19995,2012.0,cadillac,escalade ext awd,excellent,8 cylinders,gas,121000.0,clean,automatic,4wd,pickup,black,1
812,vermont,14995,2010.0,chevrolet,tahoe ltz 4wd,excellent,8 cylinders,gas,141000.0,clean,automatic,4wd,SUV,white,2
813,vermont,24995,2016.0,toyota,tundra,excellent,6 cylinders,gas,98332.0,clean,automatic,4wd,pickup,white,2
814,vermont,28995,2016.0,ford,explorer,excellent,6 cylinders,gas,36501.0,clean,automatic,4wd,SUV,black,1
815,vermont,33995,2015.0,gmc,yukon denali 6.2l 4wd,excellent,8 cylinders,gas,81000.0,clean,automatic,4wd,SUV,white,2
816,vermont,14995,2013.0,honda,pilot ex-l 4wd,excellent,6 cylinders,gas,111000.0,clean,automatic,4wd,SUV,grey,1
817,vermont,23995,2018.0,ford,transit t250,like new,6 cylinders,gas,14000.0,clean,automatic,rwd,van,white,2
818,vermont,34995,2015.0,ford,Porsche Cayman,excellent,6 cylinders,gas,39000.0,clean,automatic,4wd,coupe,grey,1
819,vermont,21995,2014.0,gmc,sierra slt 4x4,excellent,8 cylinders,gas,125000.0,clean,automatic,4wd,pickup,black,1
820,vermont,10995,2011.0,bmw,128i,excellent,6 cylinders,gas,71000.0,clean,automatic,rwd,coupe,black,1
821,vermont,10995,2007.0,toyota,tacoma double cab 4x4,excellent,6 cylinders,gas,177000.0,clean,automatic,4wd,pickup,silver,2
822,vermont,4596,2010.0,chevrolet,cobalt,good,4 cylinders,gas,124946.0,clean,automatic,fwd,sedan,custom,3
823,vermont,9596,2015.0,kia,optima,good,6 cylinders,gas,97129.0,clean,other,4wd,sedan,custom,1
824,vermont,11996,2012.0,buick,enclave,good,6 cylinders,gas,91896.0,clean,automatic,4wd,wagon,black,1
825,vermont,4996,2006.0,subaru,legacy wagon,good,6 cylinders,gas,157015.0,clean,other,4wd,wagon,blue,1
826,vermont,9396,2013.0,chevrolet,equinox,good,4 cylinders,gas,119635.0,clean,automatic,4wd,wagon,custom,1
827,vermont,6996,2011.0,nissan,rogue,good,4 cylinders,gas,124565.0,clean,automatic,4wd,wagon,black,1
828,vermont,8996,2009.0,honda,cr-v,good,6 cylinders,gas,116671.0,clean,other,4wd,wagon,grey,1
829,vermont,8995,2012.0,toyota,sienna v6,excellent,6 cylinders,gas,153000.0,clean,automatic,fwd,mini-van,grey,3
830,vermont,17995,2016.0,toyota,tacoma,excellent,6 cylinders,gas,58194.0,clean,automatic,fwd,pickup,white,3
831,vermont,9995,2002.0,ford,thunderbird,excellent,8 cylinders,gas,111000.0,clean,automatic,rwd,convertible,black,1
832,vermont,7995,2012.0,ford,escape xlt 4x4,excellent,6 cylinders,gas,97000.0,clean,automatic,4wd,SUV,silver,2
833,vermont,15995,2011.0,toyota,tacoma sr5 v6 4wd,excellent,6 cylinders,gas,135000.0,clean,automatic,4wd,truck,black,1
834,vermont,8995,2010.0,ford,Cadilla DTS,excellent,8 cylinders,gas,83000.0,clean,automatic,fwd,sedan,silver,3
835,vermont,13995,2011.0,audi,q5 3.2 quattro prestige,excellent,6 cylinders,gas,103000.0,clean,automatic,4wd,SUV,grey,1
836,vermont,22990,2012.0,ford,f350 super duty,excellent,8 cylinders,diesel,88000.0,clean,automatic,4wd,SUV,white,2
837,vermont,6995,2006.0,nissan,armada se off road 4x4,excellent,8 cylinders,gas,165000.0,clean,automatic,4wd,SUV,black,1
838,vermont,6995,2004.0,ram,1500 quad cab slt,excellent,8 cylinders,gas,130936.0,clean,automatic,4wd,pickup,grey,1
839,vermont,17995,2009.0,ram,laramie 4x4,excellent,8 cylinders,gas,84000.0,clean,automatic,4wd,pickup,white,2
840,vermont,1700,2006.0,volvo,xc70,good,5 cylinders,gas,113000.0,clean,automatic,4wd,wagon,black,1
841,vermont,13800,2016.0,ford,escape se,like new,4 cylinders,gas,101098.0,clean,automatic,4wd,SUV,blue,1
842,vermont,17990,2009.0,ford,f-450 sd,good,10 cylinders,gas,76334.0,clean,automatic,rwd,truck,custom,1
843,vermont,16990,2009.0,ford,f-250 sd,good,8 cylinders,gas,67736.0,clean,automatic,4wd,SUV,white,2
844,vermont,12990,1998.0,ford,econoline,good,8 cylinders,gas,26375.0,clean,automatic,rwd,truck,white,2
845,vermont,4900,2003.0,gmc,sierra,good,8 cylinders,gas,120000.0,rebuilt,automatic,4wd,truck,green,1
846,vermont,21990,2014.0,ram,2500,good,8 cylinders,gas,121437.0,clean,automatic,4wd,truck,white,2
847,vermont,13990,2000.0,ford,International 4700,good,6 cylinders,diesel,114702.0,clean,manual,rwd,truck,white,2
848,vermont,16990,2013.0,chevrolet,silverado 3500hd,good,8 cylinders,gas,174100.0,clean,automatic,4wd,truck,white,2
849,vermont,13995,2015.0,ford,escape,excellent,6 cylinders,gas,100244.0,clean,automatic,4wd,SUV,white,2
850,vermont,26990,2006.0,gmc,c7e042,good,6 cylinders,diesel,58106.0,clean,automatic,rwd,truck,white,2
851,vermont,12990,1999.0,ford,f-350 sd,good,10 cylinders,gas,30728.0,clean,automatic,4wd,truck,silver,2
852,vermont,19990,2006.0,gmc,c7c042,good,6 cylinders,diesel,33285.0,clean,automatic,rwd,truck,white,2
853,vermont,10490,2008.0,ford,f-250 sd,good,8 cylinders,gas,114583.0,clean,automatic,rwd,SUV,white,2
854,vermont,15990,2013.0,ford,f-250 sd,good,8 cylinders,gas,69357.0,clean,automatic,rwd,truck,white,2
855,vermont,19990,2012.0,chevrolet,silverado 3500hd,good,8 cylinders,gas,151146.0,clean,automatic,4wd,SUV,white,2
856,vermont,4490,2010.0,kia,sportage,good,4 cylinders,gas,118200.0,clean,automatic,fwd,SUV,black,3
857,vermont,24990,2016.0,ford,transit,good,6 cylinders,gas,113440.0,clean,automatic,rwd,truck,white,2
858,vermont,15490,2011.0,chevrolet,silverado 2500hd,good,8 cylinders,gas,102532.0,clean,automatic,4wd,truck,white,2
859,vermont,10490,2009.0,chevrolet,express,good,8 cylinders,gas,103523.0,clean,automatic,rwd,van,white,2
860,vermont,4990,1999.0,ford,f-350 sd,good,10 cylinders,gas,165105.0,clean,automatic,rwd,SUV,white,2
861,vermont,18990,2011.0,ford,f-250 sd,good,8 cylinders,gas,75585.0,clean,automatic,4wd,SUV,white,2
862,vermont,16490,2008.0,chevrolet,silverado 3500hd,good,8 cylinders,gas,66262.0,clean,automatic,rwd,SUV,white,2
863,vermont,7990,2002.0,ram,2500,good,8 cylinders,gas,53981.0,clean,automatic,rwd,SUV,white,2
864,vermont,15990,2005.0,toyota,tundra,good,8 cylinders,gas,66697.0,clean,automatic,4wd,truck,white,2
865,vermont,8990,2006.0,ford,econoline,good,8 cylinders,gas,105429.0,clean,automatic,rwd,van,white,2
866,vermont,30990,2015.0,chevrolet,express,good,8 cylinders,gas,58100.0,clean,automatic,rwd,SUV,white,2
867,vermont,8490,2003.0,toyota,tundra,good,6 cylinders,gas,104662.0,clean,automatic,rwd,truck,white,2
868,vermont,17990,2016.0,ford,econoline,good,10 cylinders,gas,122637.0,clean,automatic,rwd,truck,yellow,2
869,vermont,21990,2013.0,chevrolet,silverado 3500hd,good,8 cylinders,gas,99748.0,clean,automatic,rwd,truck,white,2
870,vermont,23990,2015.0,chevrolet,express,good,8 cylinders,gas,118710.0,clean,automatic,rwd,truck,white,2
871,vermont,17990,2015.0,chevrolet,express,good,8 cylinders,gas,113346.0,clean,automatic,rwd,truck,white,2
872,vermont,17990,2016.0,ford,econoline,good,10 cylinders,gas,122974.0,clean,automatic,rwd,truck,yellow,2
873,vermont,29990,2011.0,ford,econoline,good,10 cylinders,gas,17037.0,clean,automatic,rwd,bus,white,2
874,vermont,22990,2018.0,ford,econoline,good,10 cylinders,gas,17288.0,clean,automatic,rwd,truck,white,2
875,vermont,18990,2015.0,chevrolet,express,good,8 cylinders,gas,103335.0,clean,automatic,rwd,truck,white,2
876,vermont,17990,2015.0,ram,promaster city,good,4 cylinders,gas,72565.0,clean,automatic,fwd,truck,white,3
877,vermont,15990,2012.0,ford,f-250 sd,good,8 cylinders,gas,113419.0,clean,automatic,4wd,truck,white,2
878,vermont,26990,2006.0,nissan,ud1800,good,6 cylinders,diesel,188279.0,clean,automatic,rwd,SUV,white,2
879,vermont,29490,2014.0,ford,Isuzu NPR,good,4 cylinders,diesel,29507.0,clean,automatic,rwd,truck,white,2
880,vermont,26990,2009.0,ford,f-550,good,8 cylinders,diesel,131528.0,clean,automatic,4wd,SUV,white,2
881,vermont,21490,2009.0,ford,f-350 sd,good,10 cylinders,gas,51571.0,clean,automatic,4wd,SUV,white,2
882,vermont,16990,2008.0,ford,econoline,good,8 cylinders,gas,28462.0,clean,automatic,rwd,truck,white,2
883,vermont,16490,2012.0,ford,f-250 sd,good,8 cylinders,gas,68289.0,clean,automatic,rwd,truck,white,2
884,vermont,24990,2015.0,ford,f-450 sd,good,10 cylinders,gas,102354.0,clean,automatic,4wd,truck,white,2
885,vermont,14990,2014.0,jeep,grand cherokee,good,6 cylinders,gas,76638.0,clean,automatic,4wd,SUV,custom,1
886,vermont,20995,2015.0,nissan,murano,excellent,6 cylinders,gas,79254.0,clean,automatic,4wd,wagon,silver,2
887,vermont,23995,2016.0,hyundai,santa fe,excellent,6 cylinders,gas,33350.0,clean,automatic,4wd,wagon,white,2
888,vermont,17995,2016.0,kia,sedona,excellent,6 cylinders,gas,29589.0,clean,automatic,fwd,wagon,white,3
889,vermont,5250,2010.0,subaru,forester,good,4 cylinders,gas,163000.0,clean,manual,4wd,SUV,black,1
890,vermont,4900,2010.0,subaru,outback,excellent,6 cylinders,gas,118000.0,clean,automatic,4wd,SUV,white,2
891,vermont,13995,2013.0,mercedes-benz,c-class,excellent,6 cylinders,gas,55431.0,clean,automatic,4wd,sedan,white,2
892,vermont,6295,2008.0,nissan,xterra,excellent,6 cylinders,gas,141.0,clean,automatic,4wd,SUV,red,2
893,vermont,15995,2014.0,audi,a4 allroad,excellent,4 cylinders,gas,94217.0,clean,automatic,4wd,wagon,black,1
894,vermont,14995,2014.0,volvo,xc60,excellent,6 cylinders,gas,125528.0,clean,automatic,4wd,SUV,brown,1
895,vermont,8995,2008.0,ford,explorer,excellent,6 cylinders,gas,77412.0,clean,automatic,4wd,SUV,white,2
896,vermont,4800,2006.0,subaru,outback,good,4 cylinders,gas,143000.0,clean,manual,4wd,wagon,blue,1
897,vermont,4695,2006.0,cadillac,dts,excellent,8 cylinders,gas,94000.0,clean,automatic,fwd,sedan,brown,3
898,vermont,2900,2014.0,chrysler,town & country,excellent,6 cylinders,gas,99185.07784431137,rebuilt,automatic,4wd,SUV,white,2
899,vermont,25900,2013.0,chevrolet,silverado 2500hd crew,excellent,8 cylinders,gas,109000.0,clean,automatic,4wd,SUV,white,2
900,vermont,10495,2012.0,nissan,murano,excellent,6 cylinders,gas,104613.0,clean,automatic,4wd,other,brown,1
901,vermont,13999,2011.0,toyota,tundra crewmax,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
902,vermont,14999,1999.0,chevrolet,corvette convertible,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
