region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color
fredericksburg,2200,2004.0,chrysler,pt cruiser w/manual,excellent,4 cylinders,gas,97355.0,clean,manual,fwd,wagon,white
fredericksburg,10900,2011.0,ford,ranger,excellent,6 cylinders,gas,173743.0,clean,automatic,4wd,SUV,white
fredericksburg,36900,2005.0,ford,f-550,excellent,6 cylinders,diesel,39458.0,clean,automatic,4wd,SUV,white
fredericksburg,4996,2001.0,chrysler,pt cruiser,excellent,6 cylinders,gas,76645.0,clean,automatic,4wd,SUV,white
fredericksburg,35900,2015.0,ford,f-250,excellent,6 cylinders,diesel,28746.0,clean,automatic,4wd,SUV,white
fredericksburg,2100,2002.0,volkswagen,new beetle gls,excellent,4 cylinders,gas,141840.0,clean,automatic,fwd,hatchback,red
fredericksburg,13000,2008.0,ford,mustang,excellent,6 cylinders,gas,63431.0,clean,automatic,4wd,coupe,silver
fredericksburg,15995,2012.0,mercedes-benz,s 550,excellent,8 cylinders,gas,114871.0,clean,automatic,4wd,sedan,black
fredericksburg,3995,2012.0,nissan,versa,good,4 cylinders,gas,107150.0,clean,automatic,fwd,sedan,white
fredericksburg,3995,2013.0,hyundai,accent,good,4 cylinders,gas,125120.0,clean,automatic,fwd,hatchback,red
fredericksburg,3490,2009.0,ford,fusion,good,6 cylinders,gas,143250.0,clean,automatic,fwd,sedan,grey
fredericksburg,2995,2009.0,chevrolet,malibu,good,4 cylinders,gas,118150.0,clean,automatic,fwd,sedan,blue
fredericksburg,4795,2010.0,kia,forte,good,4 cylinders,gas,48950.0,clean,automatic,fwd,sedan,black
fredericksburg,18750,2014.0,acura,mdx,excellent,6 cylinders,gas,71302.0,clean,automatic,4wd,SUV,white
fredericksburg,2500,2005.0,hyundai,elantra gt hatchback 4d,good,4 cylinders,gas,217000.0,clean,manual,fwd,hatchback,red
fredericksburg,12777,2017.0,nissan,altima,excellent,4 cylinders,gas,64431.0,clean,automatic,fwd,sedan,white
fredericksburg,5477,2012.0,ford,focus,excellent,4 cylinders,gas,100118.0,clean,automatic,fwd,sedan,white
fredericksburg,2997,2002.0,gmc,sierra,good,8 cylinders,gas,227000.0,clean,automatic,4wd,pickup,grey
fredericksburg,3150,2004.0,chevrolet,tahoe,good,8 cylinders,gas,207300.0,clean,automatic,4wd,SUV,blue
fredericksburg,13998,2017.0,subaru,legacy,excellent,6 cylinders,gas,41627.0,clean,automatic,4wd,SUV,white
fredericksburg,3900,2007.0,chevrolet,cobalt lt,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,fwd,sedan,black
fredericksburg,16500,2016.0,kia,optima,excellent,6 cylinders,gas,47434.0,clean,automatic,4wd,sedan,black
fredericksburg,8395,2008.0,lexus,rx350 rx 350,excellent,6 cylinders,gas,132450.0,clean,automatic,4wd,SUV,red
fredericksburg,10995,2010.0,lexus,rx 350 rx350,excellent,6 cylinders,gas,123000.0,clean,automatic,4wd,SUV,silver
fredericksburg,13995,2013.0,acura,rdx,like new,6 cylinders,gas,70250.0,clean,automatic,4wd,SUV,silver
fredericksburg,5695,2004.0,lexus,rx 330 rx330,excellent,6 cylinders,gas,152400.0,clean,automatic,4wd,SUV,silver
fredericksburg,4120,2010.0,ford,178034,good,6 cylinders,gas,187006.0,clean,automatic,4wd,SUV,black
fredericksburg,15450,2014.0,honda,accord,excellent,6 cylinders,gas,45665.0,clean,automatic,4wd,coupe,black
fredericksburg,19500,2016.0,mercedes-benz,c-class,excellent,6 cylinders,gas,22320.0,clean,automatic,4wd,sedan,white
fredericksburg,22000,2015.0,ford,expedition,excellent,6 cylinders,gas,73000.0,clean,automatic,4wd,SUV,white
fredericksburg,5500,2019.0,ford,Star EV,excellent,6 cylinders,electric,99185.07784431137,clean,automatic,4wd,SUV,white
fredericksburg,10000,2014.0,toyota,corolla,excellent,6 cylinders,gas,87114.0,clean,automatic,fwd,sedan,white
fredericksburg,11990,2008.0,ford,mustang,excellent,6 cylinders,gas,89963.0,clean,manual,4wd,coupe,silver
fredericksburg,3499,2003.0,mercury,mountaineer,good,8 cylinders,gas,184341.0,clean,automatic,4wd,SUV,blue
fredericksburg,12250,2013.0,toyota,rav4,excellent,6 cylinders,gas,125420.0,clean,automatic,fwd,wagon,silver
fredericksburg,6500,2009.0,ford,hyunday sonata,excellent,4 cylinders,gas,92500.0,clean,automatic,fwd,sedan,grey
fredericksburg,19500,2016.0,mercedes-benz,c-class,excellent,6 cylinders,gas,17429.0,clean,automatic,4wd,sedan,silver
fredericksburg,13995,2016.0,toyota,camry,like new,4 cylinders,gas,47250.0,clean,automatic,fwd,sedan,silver
fredericksburg,13995,2014.0,chevrolet,f-150,excellent,6 cylinders,gas,33000.0,clean,automatic,fwd,SUV,white
fredericksburg,23750,2014.0,toyota,tundra,excellent,6 cylinders,gas,112099.0,clean,automatic,4wd,pickup,white
fredericksburg,19000,2016.0,mercedes-benz,c-class,excellent,6 cylinders,gas,27625.0,clean,automatic,4wd,sedan,silver
fredericksburg,19970,2016.0,ford,edge,excellent,6 cylinders,gas,44899.0,clean,automatic,fwd,SUV,orange
fredericksburg,2800,2006.0,chrysler,town country,excellent,6 cylinders,gas,198000.0,clean,automatic,fwd,mini-van,blue
fredericksburg,2500,2001.0,subaru,outback,good,4 cylinders,gas,188500.0,clean,automatic,rwd,wagon,green
fredericksburg,3499,1998.0,subaru,tä,excellent,4 cylinders,gas,66000.0,clean,automatic,4wd,wagon,blue
fredericksburg,3200,2006.0,nissan,sentra,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,yellow
fredericksburg,5999,2006.0,acura,rsx,excellent,4 cylinders,gas,166025.0,clean,manual,fwd,other,grey
fredericksburg,18950,2013.0,infiniti,jx35,excellent,6 cylinders,gas,54635.0,clean,automatic,4wd,wagon,silver
fredericksburg,8350,2014.0,jeep,compass,excellent,6 cylinders,gas,85829.0,clean,manual,fwd,hatchback,red
fredericksburg,8500,2010.0,bmw,328i xdrive coupe,good,6 cylinders,gas,83900.0,clean,manual,4wd,coupe,silver
fredericksburg,5977,2008.0,honda,accord,excellent,6 cylinders,gas,135723.0,clean,automatic,4wd,coupe,black
fredericksburg,19250,2016.0,mercedes-benz,c-class,excellent,6 cylinders,gas,21004.0,clean,automatic,4wd,sedan,blue
fredericksburg,4377,2007.0,bmw,x3,excellent,6 cylinders,gas,150714.0,clean,automatic,4wd,SUV,blue
fredericksburg,12777,2011.0,ford,expedition el,excellent,8 cylinders,other,115946.0,clean,automatic,4wd,SUV,black
fredericksburg,15695,2013.0,bmw,335i,excellent,6 cylinders,gas,92307.0,clean,automatic,4wd,sedan,silver
fredericksburg,2100,2008.0,mercury,milan 2.3l,good,4 cylinders,gas,232870.0,clean,automatic,fwd,sedan,brown
fredericksburg,18700,2016.0,mercedes-benz,c-class,excellent,6 cylinders,gas,24059.0,clean,automatic,4wd,sedan,white
fredericksburg,9950,2013.0,jeep,compass,excellent,6 cylinders,gas,66452.0,clean,automatic,fwd,hatchback,black
fredericksburg,14888,2018.0,toyota,corolla,excellent,6 cylinders,gas,23858.0,clean,automatic,fwd,SUV,red
fredericksburg,5699,2011.0,nissan,rogue,excellent,4 cylinders,gas,135665.0,clean,automatic,4wd,SUV,white
fredericksburg,9600,2007.0,gmc,yukon,excellent,8 cylinders,hybrid,140902.0,clean,automatic,4wd,SUV,white
fredericksburg,18500,2016.0,mercedes-benz,c-class,excellent,6 cylinders,gas,37404.0,clean,automatic,4wd,sedan,black
fredericksburg,18490,2017.0,dodge,charger,excellent,6 cylinders,gas,59896.0,clean,automatic,4wd,sedan,black
fredericksburg,20995,2014.0,ford,f-250,excellent,6 cylinders,gas,102341.0,clean,automatic,4wd,pickup,white
fredericksburg,8000,2009.0,ford,expedition,excellent,6 cylinders,other,145783.0,clean,automatic,4wd,SUV,black
fredericksburg,12995,2002.0,lexus,sc 430,excellent,8 cylinders,gas,68115.0,clean,automatic,rwd,convertible,black
fredericksburg,15495,2010.0,ford,f-150,excellent,6 cylinders,gas,93538.0,clean,automatic,4wd,pickup,black
fredericksburg,32250,2017.0,honda,pilot,excellent,6 cylinders,gas,49541.0,clean,automatic,4wd,SUV,white
fredericksburg,27695,2017.0,chevrolet,suburban,excellent,6 cylinders,gas,96953.0,clean,automatic,fwd,SUV,white
fredericksburg,4990,2003.0,audi,a4 3.0 quattro,excellent,6 cylinders,gas,106655.0,clean,automatic,4wd,sedan,black
fredericksburg,13000,2008.0,ford,mustang,excellent,6 cylinders,gas,63431.0,clean,automatic,4wd,coupe,silver
fredericksburg,3100,2011.0,kia,soul 1.6l,excellent,4 cylinders,gas,142302.0,clean,manual,fwd,SUV,silver
fredericksburg,2999,2000.0,saturn,sl2,excellent,4 cylinders,gas,99749.0,clean,automatic,fwd,sedan,green
fredericksburg,4250,2006.0,jeep,commander,good,6 cylinders,gas,188056.0,clean,automatic,4wd,SUV,black
fredericksburg,2399,2004.0,saturn,vue,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white
fredericksburg,4997,2005.0,mercury,grand marquis ls,like new,8 cylinders,gas,65000.0,clean,automatic,rwd,sedan,brown
fredericksburg,16250,2016.0,chrysler,300,excellent,6 cylinders,gas,69266.0,clean,automatic,4wd,sedan,silver
fredericksburg,2800,2008.0,chrysler,sebring touring,excellent,6 cylinders,gas,93549.0,clean,automatic,fwd,convertible,blue
fredericksburg,5865,2012.0,nissan,rogue,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white
fredericksburg,5565,2007.0,nissan,murano,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,black
fredericksburg,6865,2009.0,gmc,acadia,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,red
fredericksburg,6365,2006.0,acura,mdx,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,black
fredericksburg,6965,2013.0,subaru,forester,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,black
fredericksburg,8665,2010.0,gmc,acadia,excellent,6 cylinders,gas,85000.0,clean,automatic,4wd,SUV,red
fredericksburg,8465,2015.0,nissan,rogue select,excellent,4 cylinders,gas,91000.0,clean,automatic,4wd,SUV,red
fredericksburg,6465,2012.0,ford,f-150,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,rwd,pickup,white
fredericksburg,5965,2008.0,hyundai,santa fe,excellent,6 cylinders,gas,107000.0,clean,automatic,fwd,SUV,silver
fredericksburg,4965,2010.0,kia,forte koup,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,fwd,coupe,silver
fredericksburg,29495,2010.0,lexus,lx,excellent,6 cylinders,gas,74232.0,clean,automatic,4wd,wagon,white
fredericksburg,9250,2016.0,ford,focus,excellent,6 cylinders,other,55612.0,clean,automatic,4wd,sedan,silver
fredericksburg,4465,2002.0,ford,excursion,good,8 cylinders,gas,99185.07784431137,clean,automatic,rwd,SUV,blue
fredericksburg,5465,2011.0,lincoln,mkz,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,sedan,silver
fredericksburg,5865,2008.0,honda,civic,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,fwd,sedan,white
fredericksburg,6765,2013.0,hyundai,elantra,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,fwd,sedan,silver
fredericksburg,5865,2003.0,ram,1500,excellent,8 cylinders,gas,99185.07784431137,clean,automatic,rwd,pickup,silver
fredericksburg,11465,2010.0,jeep,wrangler,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,green
fredericksburg,5465,2007.0,toyota,camry,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,fwd,sedan,silver
fredericksburg,7665,2012.0,ford,transit connect,excellent,4 cylinders,gas,103000.0,clean,automatic,fwd,mini-van,white
fredericksburg,4465,2008.0,hyundai,elantra,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,fwd,sedan,grey
fredericksburg,6765,2014.0,kia,forte,excellent,4 cylinders,gas,93000.0,clean,automatic,fwd,sedan,red
fredericksburg,6265,2012.0,chevrolet,impala,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,fwd,sedan,silver
fredericksburg,5565,2008.0,chrysler,300,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,rwd,sedan,white
fredericksburg,4965,2010.0,dodge,avenger,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,fwd,sedan,black
fredericksburg,6265,2010.0,toyota,corolla,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,fwd,sedan,silver
fredericksburg,6977,2011.0,dodge,nitro,excellent,6 cylinders,gas,103181.0,clean,automatic,4wd,SUV,silver
fredericksburg,7965,2005.0,gmc,yukon denali,excellent,8 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white
fredericksburg,18000,2015.0,chrysler,300,excellent,6 cylinders,gas,31470.0,clean,automatic,4wd,sedan,white
fredericksburg,3865,2006.0,nissan,sentra,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,fwd,sedan,silver
fredericksburg,8465,2012.0,dodge,durango,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,silver
fredericksburg,6465,2010.0,ford,SCION TC,excellent,4 cylinders,gas,108000.0,clean,automatic,fwd,hatchback,blue
fredericksburg,11465,2007.0,ford,f-150,excellent,8 cylinders,gas,75000.0,clean,automatic,4wd,pickup,red
fredericksburg,2500,2007.0,chrysler,pt cruiser,excellent,6 cylinders,gas,122987.0,clean,automatic,4wd,SUV,white
fredericksburg,7000,2015.0,honda,civic sedan,excellent,6 cylinders,gas,42734.0,rebuilt,automatic,4wd,SUV,white
fredericksburg,2300,2003.0,ford,f-150,excellent,8 cylinders,gas,183656.0,clean,automatic,4wd,SUV,white
fredericksburg,14750,2016.0,kia,sorento,excellent,6 cylinders,gas,75062.0,clean,automatic,fwd,wagon,white
fredericksburg,13500,2016.0,toyota,corolla,excellent,6 cylinders,gas,14253.0,clean,automatic,fwd,sedan,white
fredericksburg,1650,2001.0,ram,3500 cargo van,good,8 cylinders,gas,86568.0,clean,automatic,rwd,van,white
fredericksburg,10000,2014.0,toyota,corolla,excellent,6 cylinders,gas,87114.0,clean,automatic,fwd,sedan,white
fredericksburg,19350,2014.0,ford,mustang,excellent,6 cylinders,gas,70982.0,clean,manual,4wd,coupe,red
fredericksburg,4600,2005.0,honda,crv,like new,4 cylinders,gas,144765.0,clean,automatic,4wd,SUV,grey
fredericksburg,16500,2016.0,kia,optima,excellent,6 cylinders,gas,47434.0,clean,automatic,4wd,sedan,black
fredericksburg,22795,2017.0,dodge,charger,excellent,6 cylinders,gas,39459.0,clean,automatic,rwd,sedan,white
fredericksburg,6490,2012.0,hyundai,elantra gls,excellent,4 cylinders,gas,101039.0,clean,automatic,fwd,sedan,silver
fredericksburg,1600,2005.0,honda,odyssey ex-l,excellent,6 cylinders,gas,207700.0,clean,automatic,4wd,SUV,white
fredericksburg,5000,2006.0,nissan,murano sl awd,like new,6 cylinders,gas,138543.0,clean,automatic,4wd,sedan,silver
fredericksburg,27550,2015.0,ford,mustang,excellent,6 cylinders,gas,16578.0,clean,automatic,4wd,convertible,blue
fredericksburg,8000,2008.0,toyota,highlander 4wd,like new,6 cylinders,gas,149006.0,clean,automatic,4wd,SUV,grey
fredericksburg,5695,2005.0,jeep,grand cherokee,excellent,8 cylinders,gas,124000.0,clean,automatic,4wd,SUV,green
fredericksburg,28998,2018.0,ford,f-150,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white
fredericksburg,8200,2008.0,chevrolet,express 1500 cargo van,like new,6 cylinders,gas,112876.0,clean,automatic,rwd,van,white
fredericksburg,7495,2007.0,honda,civic si,excellent,4 cylinders,gas,124000.0,clean,manual,fwd,coupe,black
fredericksburg,6000,2000.0,mazda,miata convertible,like new,4 cylinders,gas,69875.0,clean,manual,4wd,convertible,black
fredericksburg,5700,2007.0,audi,a4 quattro convertible,like new,6 cylinders,gas,134765.0,clean,automatic,4wd,convertible,grey
fredericksburg,6999,2013.0,volkswagen,jetta sel,like new,4 cylinders,gas,107636.0,clean,automatic,fwd,sedan,white
fredericksburg,4500,2003.0,toyota,rav4 sport 4wd,like new,4 cylinders,gas,146765.0,clean,automatic,fwd,SUV,black
fredericksburg,7500,2005.0,mercedes-benz,clk 320,like new,6 cylinders,gas,86586.0,clean,automatic,fwd,convertible,blue
fredericksburg,7995,2003.0,bmw,z4,excellent,6 cylinders,gas,42765.0,clean,automatic,4wd,convertible,white
fredericksburg,8500,2005.0,lexus,gx 470,like new,8 cylinders,gas,168987.0,clean,automatic,fwd,SUV,grey
fredericksburg,5999,2002.0,toyota,rav4 sport 4wd,like new,4 cylinders,gas,85786.0,clean,automatic,4wd,SUV,silver
fredericksburg,3995,2009.0,chevrolet,impala ltz,good,6 cylinders,gas,177000.0,clean,automatic,fwd,sedan,silver
fredericksburg,6595,2006.0,dodge,magnum r/t,excellent,8 cylinders,gas,117000.0,clean,automatic,rwd,wagon,blue
fredericksburg,19400,2016.0,bmw,528i,excellent,6 cylinders,gas,39392.0,clean,automatic,4wd,sedan,white
fredericksburg,17995,2014.0,audi,q7,excellent,6 cylinders,gas,110609.0,clean,automatic,4wd,SUV,blue
fredericksburg,6900,2004.0,ford,f-250,good,8 cylinders,diesel,99185.07784431137,clean,automatic,4wd,SUV,green
fredericksburg,13777,2014.0,chrysler,300,excellent,6 cylinders,gas,44055.0,clean,automatic,rwd,sedan,custom
fredericksburg,17277,2016.0,dodge,durango,excellent,6 cylinders,gas,89947.0,clean,automatic,rwd,SUV,black
fredericksburg,10995,2010.0,honda,pilot,excellent,6 cylinders,gas,126766.0,clean,automatic,fwd,SUV,white
fredericksburg,17488,2013.0,rover,sport,excellent,6 cylinders,gas,93703.0,clean,automatic,4wd,SUV,black
fredericksburg,29288,2017.0,cadillac,xt5,excellent,6 cylinders,gas,29433.0,clean,automatic,4wd,SUV,silver
fredericksburg,1800,2001.0,honda,civic,good,4 cylinders,gas,148000.0,clean,automatic,fwd,coupe,blue
fredericksburg,14500,2015.0,toyota,rav4 xle,excellent,4 cylinders,gas,39900.0,clean,automatic,fwd,SUV,red
fredericksburg,3000,1999.0,ford,mustang convertible,good,6 cylinders,gas,99185.07784431137,clean,manual,rwd,convertible,blue
fredericksburg,20000,2018.0,toyota,rav4,like new,4 cylinders,gas,26600.0,clean,automatic,fwd,hatchback,silver
fredericksburg,30500,2017.0,chevrolet,silverado,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white
fredericksburg,28500,2018.0,nissan,titan,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white
fredericksburg,25995,2015.0,chevrolet,tahoe,excellent,8 cylinders,gas,97806.0,clean,automatic,4wd,SUV,silver
fredericksburg,18250,2016.0,toyota,rav4,excellent,6 cylinders,gas,28393.0,clean,automatic,4wd,wagon,blue
fredericksburg,5977,2005.0,toyota,highlander,excellent,6 cylinders,gas,153894.0,clean,automatic,4wd,wagon,silver
fredericksburg,7499,2008.0,lincoln,navigator,good,6 cylinders,gas,161048.0,clean,other,4wd,SUV,black
fredericksburg,18000,2012.0,audi,q7,excellent,6 cylinders,diesel,53335.0,clean,automatic,4wd,SUV,black
fredericksburg,4299,2003.0,honda,pilot ex-l,good,6 cylinders,gas,160146.0,clean,automatic,4wd,SUV,green
fredericksburg,4999,2011.0,ford,ranger,good,4 cylinders,gas,165734.0,clean,automatic,rwd,pickup,white
fredericksburg,19750,2010.0,ford,f150 lariat supercrew,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white
fredericksburg,3795,2003.0,acura,rl,good,6 cylinders,gas,99185.07784431137,clean,automatic,fwd,SUV,white
fredericksburg,5995,2006.0,nissan,pathfinder se,excellent,6 cylinders,gas,133000.0,clean,automatic,4wd,SUV,red
fredericksburg,9495,2013.0,ford,f150,excellent,8 cylinders,gas,197000.0,clean,automatic,4wd,truck,white
fredericksburg,19000,2017.0,lincoln,mkz,excellent,6 cylinders,gas,21755.0,clean,automatic,fwd,sedan,white
fredericksburg,9475,2007.0,chevrolet,tahoe ltz,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white
fredericksburg,2997,2002.0,gmc,sierra,good,8 cylinders,gas,227000.0,clean,automatic,4wd,pickup,grey
fredericksburg,14997,2014.0,jaguar,xj l supercharged,like new,8 cylinders,gas,104460.0,clean,automatic,rwd,sedan,black
fredericksburg,19500,2017.0,audi,a3,excellent,6 cylinders,gas,19635.0,clean,automatic,4wd,sedan,black
fredericksburg,11995,2006.0,lexus,gx 470,excellent,8 cylinders,gas,117577.0,clean,automatic,4wd,SUV,white
fredericksburg,36999,2013.0,ram,3500 crewcab laramie 4x4,excellent,6 cylinders,diesel,107967.0,clean,automatic,4wd,pickup,grey
fredericksburg,12975,2005.0,ford,f350 dually,excellent,6 cylinders,diesel,99185.07784431137,clean,automatic,4wd,SUV,white
fredericksburg,15975,2011.0,infiniti,qx56,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white
fredericksburg,6975,2008.0,infiniti,ex35 journey,good,6 cylinders,gas,115234.0,clean,automatic,4wd,sedan,white
fredericksburg,6995,2007.0,lexus,rx 350,good,6 cylinders,gas,169770.0,clean,automatic,4wd,SUV,green
fredericksburg,16250,2016.0,audi,a3,excellent,6 cylinders,gas,27032.0,clean,automatic,4wd,sedan,white
fredericksburg,3495,2008.0,mazda,3 s,good,4 cylinders,gas,126000.0,rebuilt,manual,fwd,sedan,red
fredericksburg,8995,2005.0,toyota,tundra sr5,good,8 cylinders,gas,172000.0,clean,automatic,4wd,pickup,red
fredericksburg,14900,2002.0,ram,van,excellent,6 cylinders,gas,28378.0,clean,automatic,4wd,SUV,white
fredericksburg,16500,2007.0,ford,f-450,excellent,6 cylinders,diesel,144616.0,clean,automatic,4wd,SUV,white
fredericksburg,6177,2013.0,hyundai,elantra,excellent,4 cylinders,gas,101730.0,clean,automatic,fwd,sedan,grey
fredericksburg,13177,2011.0,bmw,5 series,excellent,8 cylinders,gas,59177.0,clean,automatic,rwd,sedan,brown
fredericksburg,29488,2018.0,bmw,3 series,excellent,6 cylinders,gas,18229.0,clean,automatic,4wd,SUV,white
fredericksburg,4695,2007.0,toyota,prius,excellent,4 cylinders,hybrid,121650.0,clean,automatic,fwd,hatchback,white
fredericksburg,8195,2012.0,toyota,prius v,excellent,4 cylinders,hybrid,130400.0,clean,automatic,fwd,hatchback,silver
fredericksburg,2750,2002.0,toyota,sienna le 7-passengerppl,excellent,6 cylinders,gas,154000.0,clean,automatic,4wd,mini-van,blue
fredericksburg,3500,2009.0,nissan,altima,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white
fredericksburg,6000,2006.0,toyota,4-runner,excellent,6 cylinders,gas,207006.0,clean,automatic,4wd,wagon,white
fredericksburg,3000,2001.0,toyota,highlander limited,excellent,8 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white
fredericksburg,4150,2007.0,volvo,s40,excellent,5 cylinders,gas,159416.0,clean,automatic,fwd,sedan,blue
fredericksburg,2299,2007.0,ford,Volkwagen jetta,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white
fredericksburg,7000,2007.0,chevrolet,silverado,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white
fredericksburg,24900,2007.0,ford,f-250,excellent,6 cylinders,diesel,94590.0,clean,automatic,4wd,SUV,white
fredericksburg,2200,2007.0,saturn,ion,good,4 cylinders,gas,117000.0,clean,automatic,fwd,sedan,red
fredericksburg,2795,2005.0,lexus,es330,excellent,6 cylinders,gas,226000.0,clean,automatic,fwd,sedan,white
fredericksburg,6977,2012.0,kia,sorento,excellent,6 cylinders,gas,118970.0,clean,automatic,fwd,wagon,black
fredericksburg,6000,2006.0,toyota,4-runner,excellent,6 cylinders,gas,207006.0,clean,automatic,4wd,wagon,white
fredericksburg,4800,2005.0,toyota,sequoia,excellent,8 cylinders,gas,99185.07784431137,clean,automatic,4wd,truck,black
fredericksburg,14500,2005.0,pontiac,gto,excellent,6 cylinders,gas,68000.0,clean,manual,4wd,SUV,white
fredericksburg,20000,2016.0,mercedes-benz,e-class,excellent,6 cylinders,gas,31249.0,clean,automatic,4wd,sedan,blue
fredericksburg,8995,2006.0,chevrolet,colorado,excellent,6 cylinders,gas,136299.0,clean,automatic,4wd,pickup,white
fredericksburg,7995,2010.0,honda,civic,excellent,6 cylinders,gas,132989.0,clean,manual,4wd,sedan,black
fredericksburg,12995,2010.0,mercedes-benz,e-class,excellent,6 cylinders,gas,70353.0,clean,automatic,4wd,sedan,black
fredericksburg,12995,2009.0,toyota,highlander,excellent,6 cylinders,gas,105643.0,clean,automatic,4wd,wagon,white
fredericksburg,5995,2013.0,hyundai,accent,excellent,6 cylinders,gas,110987.0,clean,automatic,4wd,sedan,white
fredericksburg,12995,2015.0,toyota,prius c,excellent,6 cylinders,other,68305.0,clean,automatic,fwd,hatchback,blue
fredericksburg,16995,2008.0,ford,f-250,excellent,6 cylinders,diesel,146560.0,clean,automatic,4wd,pickup,white
fredericksburg,14995,2010.0,ford,mustang,excellent,6 cylinders,gas,69119.0,clean,automatic,4wd,coupe,red
fredericksburg,12995,2014.0,chevrolet,camaro,excellent,6 cylinders,gas,68878.0,clean,automatic,4wd,coupe,silver
fredericksburg,6995,2008.0,cadillac,srx,excellent,6 cylinders,gas,124551.0,clean,automatic,4wd,other,white
fredericksburg,14995,2010.0,chevrolet,silverado,excellent,6 cylinders,other,132248.0,clean,automatic,4wd,pickup,white
fredericksburg,7495,2010.0,toyota,camry,excellent,6 cylinders,gas,100833.0,clean,manual,fwd,sedan,white
fredericksburg,7995,2014.0,hyundai,elantra,excellent,6 cylinders,gas,78061.0,clean,manual,4wd,sedan,white
fredericksburg,11995,2006.0,ford,f-150,excellent,6 cylinders,gas,141633.0,clean,automatic,4wd,pickup,white
fredericksburg,8495,2011.0,honda,civic,excellent,6 cylinders,gas,84360.0,clean,automatic,4wd,sedan,silver
fredericksburg,8995,2009.0,honda,pilot,excellent,6 cylinders,gas,117526.0,clean,automatic,fwd,SUV,white
fredericksburg,7995,2013.0,kia,sorento,excellent,6 cylinders,gas,130002.0,clean,automatic,4wd,wagon,white
fredericksburg,13995,2008.0,ford,f-150,excellent,6 cylinders,gas,95959.0,clean,automatic,4wd,pickup,green
fredericksburg,8995,2009.0,ford,expedition max,excellent,6 cylinders,gas,154196.0,clean,automatic,4wd,SUV,blue
fredericksburg,16995,2015.0,toyota,sienna,excellent,6 cylinders,gas,84786.0,clean,automatic,fwd,wagon,white
fredericksburg,6995,2007.0,toyota,camry,excellent,6 cylinders,gas,102256.0,clean,automatic,fwd,sedan,white
fredericksburg,13995,2014.0,toyota,sienna,excellent,6 cylinders,gas,54319.0,clean,automatic,fwd,wagon,silver
fredericksburg,6995,2008.0,honda,accord,excellent,6 cylinders,gas,95523.0,clean,automatic,4wd,coupe,white
fredericksburg,7995,2013.0,subaru,legacy,excellent,6 cylinders,gas,133891.0,clean,automatic,4wd,sedan,blue
fredericksburg,6995,2008.0,cadillac,srx,excellent,6 cylinders,gas,124551.0,clean,automatic,4wd,other,white
fredericksburg,9995,2008.0,ford,e-250,excellent,6 cylinders,gas,129357.0,clean,automatic,fwd,van,silver
fredericksburg,18995,2014.0,dodge,charger,excellent,6 cylinders,gas,49405.0,clean,automatic,4wd,sedan,blue
fredericksburg,17995,2009.0,ram,f-150,excellent,6 cylinders,gas,126614.0,clean,automatic,4wd,pickup,blue
fredericksburg,8995,2011.0,kia,sorento,excellent,6 cylinders,gas,133955.0,clean,automatic,4wd,wagon,white
