,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color
5093,fredericksburg,16490,2012.0,ford,f-250 sd,good,8 cylinders,gas,68289.0,clean,automatic,rwd,truck,white
5094,fredericksburg,17990,2016.0,ford,econoline,good,10 cylinders,gas,122974.0,clean,automatic,rwd,truck,yellow
5095,fredericksburg,29490,2014.0,,Isuzu NPR,good,4 cylinders,diesel,29507.0,clean,automatic,rwd,truck,white
5096,fredericksburg,4777,2013.0,chevrolet,cruze,,,gas,125259.0,clean,automatic,,sedan,
5097,fredericksburg,12990,1999.0,ford,f-350 sd,good,10 cylinders,gas,30728.0,clean,automatic,4wd,truck,silver
5098,fredericksburg,23990,2015.0,chevrolet,express,good,8 cylinders,gas,118710.0,clean,automatic,rwd,truck,white
5099,fredericksburg,17990,2015.0,ram,promaster city,good,4 cylinders,gas,72565.0,clean,automatic,fwd,truck,white
5100,fredericksburg,15990,2012.0,ford,f-250 sd,good,8 cylinders,gas,113419.0,clean,automatic,4wd,truck,white
5101,fredericksburg,20990,2015.0,ford,f-250 sd,good,8 cylinders,gas,134794.0,clean,automatic,4wd,truck,blue
5102,fredericksburg,7990,2002.0,ram,2500,good,8 cylinders,gas,53981.0,clean,automatic,rwd,,white
5103,fredericksburg,18990,2013.0,ford,f-350 sd,good,8 cylinders,gas,105894.0,clean,automatic,rwd,,white
5104,fredericksburg,19990,2013.0,chevrolet,silverado 2500hd,good,8 cylinders,gas,77755.0,clean,automatic,4wd,truck,custom
5105,fredericksburg,24990,2015.0,ford,f-450 sd,good,10 cylinders,gas,102354.0,clean,automatic,4wd,truck,white
5106,fredericksburg,26990,2006.0,nissan,ud1800,good,6 cylinders,diesel,188279.0,clean,automatic,rwd,,white
5107,fredericksburg,14990,2014.0,jeep,grand cherokee,good,6 cylinders,gas,76638.0,clean,automatic,4wd,SUV,custom
5108,fredericksburg,29990,2011.0,ford,econoline,good,10 cylinders,gas,17037.0,clean,automatic,rwd,bus,white
5109,fredericksburg,16990,2008.0,ford,econoline,good,8 cylinders,gas,28462.0,clean,automatic,rwd,truck,white
5110,fredericksburg,4490,2010.0,kia,sportage,good,4 cylinders,gas,118200.0,clean,automatic,fwd,SUV,black
5111,fredericksburg,26990,2009.0,ford,f-550,good,8 cylinders,diesel,131528.0,clean,automatic,4wd,,white
5112,fredericksburg,15500,2013.0,lexus,es,,,gas,57524.0,clean,automatic,fwd,sedan,black
5113,fredericksburg,8490,2003.0,toyota,tundra,good,6 cylinders,gas,104662.0,clean,automatic,rwd,truck,white
5114,fredericksburg,18990,2015.0,chevrolet,express,good,8 cylinders,gas,103335.0,clean,automatic,rwd,truck,white
5115,fredericksburg,22990,2018.0,ford,econoline,good,10 cylinders,gas,17288.0,clean,automatic,rwd,truck,white
5116,fredericksburg,10995,2003.0,ford,super duty f-350 srw,,8 cylinders,diesel,122861.0,clean,automatic,4wd,truck,green
5117,fredericksburg,0,2014.0,ram,1500,excellent,8 cylinders,gas,105363.0,clean,automatic,4wd,truck,
5118,fredericksburg,3795,2003.0,acura,rl,good,6 cylinders,gas,,clean,automatic,fwd,,
5119,fredericksburg,3995,2009.0,chevrolet,impala ltz,good,6 cylinders,gas,177000.0,clean,automatic,fwd,sedan,silver
5120,fredericksburg,9475,2007.0,chevrolet,tahoe ltz,,,gas,,clean,automatic,,,
5121,fredericksburg,0,2014.0,chevrolet,traverse lt,good,6 cylinders,gas,52000.0,rebuilt,automatic,4wd,SUV,white
5122,fredericksburg,3995,2008.0,ford,escape xls,good,4 cylinders,gas,165000.0,clean,automatic,4wd,SUV,grey
5123,fredericksburg,15975,2011.0,infiniti,qx56,,,gas,,clean,automatic,,,
5124,fredericksburg,6995,2007.0,lexus,rx 350,good,6 cylinders,gas,169770.0,clean,automatic,,SUV,green
5125,fredericksburg,18500,2017.0,bmw,x1,,,gas,48825.0,clean,automatic,,SUV,
5126,fredericksburg,0,2016.0,ford,f-250,,,diesel,42998.0,clean,automatic,4wd,pickup,black
5127,fredericksburg,3495,2008.0,mazda,3 s,good,4 cylinders,gas,126000.0,rebuilt,manual,fwd,sedan,red
5128,fredericksburg,0,2010.0,jeep,wrangler unlimi,excellent,6 cylinders,gas,58532.0,clean,manual,4wd,SUV,
5129,fredericksburg,1500,1998.0,volkswagen,beetle,good,4 cylinders,gas,121000.0,clean,manual,,,black
5130,fredericksburg,20999,2014.0,gmc,sierra 1500 crewcab sle 4x4,,8 cylinders,gas,130269.0,clean,automatic,4wd,pickup,brown
5131,fredericksburg,16700,2018.0,honda,accord,,,gas,53032.0,clean,automatic,fwd,sedan,white
5132,fredericksburg,29900,2007.0,chevrolet,silverado,,,diesel,85591.0,clean,automatic,,,
5133,fredericksburg,0,2016.0,audi,a4,,,gas,27382.0,clean,automatic,,sedan,black
5134,fredericksburg,850,1999.0,,Mercury. sable,good,6 cylinders,gas,96006.0,clean,automatic,fwd,sedan,white
5135,fredericksburg,3750,2008.0,audi,a3,,,gas,150244.0,clean,automatic,,wagon,white
5136,fredericksburg,14890,2003.0,ford,f550,excellent,8 cylinders,diesel,105228.0,clean,manual,4wd,truck,green
5137,fredericksburg,15500,2017.0,kia,sorento,,,gas,32841.0,clean,automatic,4wd,wagon,
5138,fredericksburg,8500,2011.0,ford,escape limited,excellent,6 cylinders,gas,78000.0,clean,automatic,fwd,SUV,red
5139,fredericksburg,0,2017.0,hyundai,elantra,,,gas,38585.0,clean,automatic,,sedan,black
5140,fredericksburg,0,2016.0,ford,f-250,,,diesel,78088.0,clean,automatic,4wd,pickup,white
5141,fredericksburg,13995,1952.0,,Packard Patrician 400,excellent,8 cylinders,gas,33000.0,clean,automatic,rwd,sedan,blue
5142,fredericksburg,20488,2017.0,ford,explorer,,,gas,76469.0,clean,automatic,,,silver
5143,fredericksburg,20288,2016.0,cadillac,srx,,,gas,58877.0,clean,automatic,,,black
5144,fredericksburg,3499,2006.0,kia,spectra,,,gas,,clean,automatic,,,
5145,fredericksburg,0,2011.0,ram,,,,gas,110579.0,clean,automatic,4wd,pickup,green
5146,fredericksburg,1950,2001.0,toyota,camry,excellent,4 cylinders,gas,180160.0,clean,automatic,fwd,sedan,red
5147,fredericksburg,0,2015.0,chrysler,200,,,gas,88581.0,clean,automatic,fwd,sedan,
5148,fredericksburg,41600,2019.0,mercedes-benz,glc300 4matic,excellent,,gas,8773.0,clean,automatic,,,
5149,fredericksburg,9995,2007.0,lexus,gs 350,,6 cylinders,gas,88620.0,clean,automatic,4wd,sedan,black
5150,fredericksburg,2900,2000.0,ford,f550 4x4,good,8 cylinders,diesel,301000.0,clean,automatic,4wd,truck,white
5151,fredericksburg,5900,2012.0,chevrolet,impala lt,good,6 cylinders,other,71624.0,clean,automatic,rwd,sedan,black
5152,fredericksburg,12500,1984.0,chevrolet,el camino conquista,excellent,8 cylinders,gas,85939.0,clean,automatic,fwd,other,grey
5153,fredericksburg,17800,2008.0,jeep,wrangler unlimited rubicon,good,6 cylinders,gas,,clean,manual,4wd,,black
5154,fredericksburg,0,2016.0,jeep,grand cherokee,,,gas,29498.0,clean,automatic,4wd,SUV,white
5155,fredericksburg,2900,1988.0,ford,f250 custom,good,8 cylinders,gas,198410.0,clean,automatic,4wd,truck,black
5156,fredericksburg,1800,2000.0,gmc,sierra,,,gas,207249.0,clean,automatic,,,
5157,fredericksburg,19500,2016.0,mercedes-benz,e-class,,,gas,35070.0,clean,automatic,,sedan,
5158,fredericksburg,4777,2008.0,chevrolet,impala,,,other,116137.0,clean,automatic,,sedan,grey
5159,fredericksburg,16000,2007.0,,international 4300,,,diesel,,lien,automatic,,,
5160,fredericksburg,1500,1994.0,acura,legend,,,gas,166525.0,clean,automatic,,,
5161,fredericksburg,0,2014.0,ford,f-350,,,diesel,46571.0,clean,automatic,4wd,pickup,red
5162,fredericksburg,650,1996.0,toyota,corolla,good,,gas,250000.0,clean,automatic,,,
5163,fredericksburg,18700,2016.0,mercedes-benz,c-class,,,gas,33825.0,clean,automatic,,sedan,black
5164,fredericksburg,600,1998.0,toyota,corolla,good,4 cylinders,gas,,clean,automatic,fwd,,
5165,fredericksburg,0,2013.0,volkswagen,passat,,,gas,75776.0,clean,automatic,,sedan,
5166,fredericksburg,8495,2004.0,toyota,4runner sr5,,6 cylinders,gas,116000.0,clean,automatic,4wd,SUV,white
5167,fredericksburg,800,1999.0,honda,accord,fair,4 cylinders,gas,286000.0,clean,manual,fwd,sedan,custom
5168,fredericksburg,25995,2009.0,lexus,lx 570,,8 cylinders,gas,109394.0,clean,automatic,4wd,SUV,silver
5169,fredericksburg,5000,2002.0,chevrolet,suburban,good,8 cylinders,gas,,clean,automatic,,,
5170,fredericksburg,1250,2004.0,chrysler,sebring convertible,fair,6 cylinders,gas,115195.0,clean,automatic,fwd,convertible,white
5171,fredericksburg,5495,2005.0,toyota,sienna xle,,6 cylinders,gas,147000.0,clean,automatic,fwd,van,
5172,fredericksburg,4995,2008.0,volvo,xc70 awd,,6 cylinders,gas,159000.0,clean,automatic,4wd,wagon,black
5173,fredericksburg,18500,2016.0,cadillac,srx,,,gas,25861.0,clean,automatic,fwd,SUV,black
5174,fredericksburg,3500,1998.0,chevrolet,suburban,excellent,8 cylinders,gas,214000.0,clean,automatic,4wd,truck,blue
5175,fredericksburg,3200,1997.0,,Chevv1500,fair,8 cylinders,gas,184300.0,clean,automatic,4wd,truck,custom
5176,fredericksburg,0,2005.0,dodge,,,6 cylinders,gas,119000.0,clean,automatic,rwd,,
5177,fredericksburg,0,2016.0,ford,mustang,,,gas,38659.0,clean,manual,,coupe,black
5178,fredericksburg,7999,2010.0,honda,odyssey ex-l,like new,6 cylinders,gas,107876.0,clean,automatic,fwd,mini-van,grey
5179,fredericksburg,13300,2011.0,subaru,impreza,,,gas,92524.0,clean,automatic,4wd,sedan,blue
5180,fredericksburg,14295,2013.0,volkswagen,touareg,,,diesel,105300.0,clean,automatic,,SUV,blue
5181,fredericksburg,10295,2002.0,ram,,,,gas,49765.0,clean,automatic,fwd,pickup,blue
5182,fredericksburg,12695,2009.0,chevrolet,silverado,,,gas,126178.0,clean,automatic,fwd,pickup,
5183,fredericksburg,10795,2014.0,nissan,murano,,,gas,93729.0,clean,automatic,4wd,wagon,red
5184,fredericksburg,2299,2007.0,chevrolet,impala,good,6 cylinders,gas,230650.0,rebuilt,automatic,fwd,sedan,grey
5185,fredericksburg,10795,2015.0,kia,optima,,,gas,68733.0,clean,automatic,,sedan,red
5186,fredericksburg,14295,2013.0,toyota,rav4,,,gas,80917.0,clean,automatic,4wd,wagon,
5187,fredericksburg,8200,1999.0,bmw,328i,excellent,6 cylinders,gas,166407.0,clean,manual,rwd,sedan,silver
5188,fredericksburg,20000,2017.0,jaguar,xe,,,gas,54661.0,clean,automatic,,sedan,black
5189,fredericksburg,0,2005.0,ford,f-350,,,diesel,89781.0,clean,automatic,4wd,pickup,black
5190,fredericksburg,0,2016.0,mercedes-benz,sl 550,excellent,8 cylinders,gas,22924.0,clean,automatic,rwd,convertible,black
5191,fredericksburg,0,2016.0,dodge,durango,,,gas,43985.0,clean,automatic,,SUV,white
5192,fredericksburg,16388,2015.0,bmw,3 series,,,gas,34856.0,clean,automatic,rwd,,black
5193,fredericksburg,0,2013.0,cadillac,escalade,excellent,8 cylinders,gas,87688.0,clean,automatic,4wd,SUV,
5194,fredericksburg,0,2019.0,lexus,lx 570,excellent,8 cylinders,gas,20755.0,clean,automatic,4wd,SUV,black
5195,fredericksburg,3500,1994.0,gmc,3500 dually,fair,8 cylinders,diesel,231000.0,clean,automatic,4wd,,blue
5196,fredericksburg,0,2016.0,gmc,yukon xl,excellent,8 cylinders,gas,116517.0,clean,automatic,4wd,SUV,black
5197,fredericksburg,32500,2016.0,dodge,charger scat pack,like new,8 cylinders,gas,6200.0,lien,automatic,rwd,,red
5198,fredericksburg,0,2016.0,ford,f-350,,,diesel,55066.0,clean,automatic,4wd,pickup,white
5199,fredericksburg,1500,1998.0,chevrolet,c-1500,good,6 cylinders,gas,102596.0,clean,automatic,rwd,pickup,red
5200,fredericksburg,8000,2013.0,ford,f-150,,,gas,,clean,automatic,,,
5201,fredericksburg,0,2016.0,chevrolet,tahoe,,,gas,82846.0,clean,automatic,4wd,SUV,black
5202,fredericksburg,0,2013.0,chrysler,300,,,gas,104958.0,clean,automatic,rwd,sedan,white
5203,fredericksburg,2500,2009.0,ford,focus se,good,4 cylinders,gas,151421.0,clean,manual,fwd,coupe,black
5204,fredericksburg,9250,2004.0,ford,f-250 super duty,excellent,8 cylinders,diesel,159000.0,clean,automatic,4wd,pickup,black
5205,fredericksburg,2800,2004.0,ford,f-150,good,8 cylinders,gas,181000.0,clean,automatic,rwd,truck,brown
5206,fredericksburg,3800,1999.0,ram,1500 4x4,good,8 cylinders,gas,137000.0,clean,automatic,4wd,truck,green
5207,fredericksburg,0,2004.0,nissan,,,4 cylinders,gas,149000.0,clean,automatic,rwd,,
5208,fredericksburg,21995,2015.0,ram,1500,,,gas,61000.0,clean,automatic,,,
5209,fredericksburg,5000,2013.0,ford,e350,,,gas,,clean,automatic,,,
5210,fredericksburg,16500,2016.0,kia,optima,,,gas,47434.0,clean,automatic,,sedan,black
5211,fredericksburg,7800,2012.0,subaru,legacy,,4 cylinders,gas,120672.0,clean,automatic,,sedan,custom
5212,fredericksburg,5786,2009.0,volkswagen,jetta,excellent,,gas,104992.0,clean,automatic,fwd,sedan,white
5213,fredericksburg,4195,1998.0,ford,ranger,good,6 cylinders,gas,153474.0,clean,automatic,4wd,pickup,green
5214,fredericksburg,2993,2005.0,pontiac,g6,excellent,,gas,166701.0,clean,automatic,fwd,sedan,
5215,fredericksburg,5495,2012.0,toyota,yaris,excellent,,gas,143477.0,clean,automatic,fwd,hatchback,blue
5216,fredericksburg,11995,2015.0,lincoln,mkt,excellent,,gas,167487.0,clean,automatic,4wd,SUV,black
5217,fredericksburg,4992,2008.0,mini,cooper,excellent,,gas,138053.0,clean,automatic,fwd,hatchback,
5218,fredericksburg,0,2017.0,nissan,sentra,,,gas,61626.0,clean,automatic,fwd,sedan,white
5219,fredericksburg,2200,2011.0,dodge,nitro,fair,6 cylinders,gas,146000.0,clean,automatic,4wd,SUV,silver
5220,fredericksburg,23750,2014.0,jeep,wrangler unlimited sahara,good,6 cylinders,gas,72579.0,clean,automatic,4wd,SUV,orange
5221,fredericksburg,4850,2002.0,bmw,3 series,,,gas,78000.0,clean,automatic,,coupe,
5222,fredericksburg,15500,2013.0,lexus,es,,,gas,57524.0,clean,automatic,fwd,sedan,black
5223,fredericksburg,5500,2003.0,ford,excursion,good,10 cylinders,gas,280000.0,clean,automatic,4wd,SUV,brown
5224,fredericksburg,9599,2013.0,ford,escape,,4 cylinders,gas,47931.0,clean,automatic,,SUV,white
5225,fredericksburg,0,2015.0,ram,1500,,,gas,25944.0,clean,automatic,4wd,pickup,orange
5226,fredericksburg,20000,2017.0,audi,a4,,,gas,23059.0,clean,automatic,,sedan,white
5227,fredericksburg,8600,2012.0,ford,escape,,6 cylinders,other,92924.0,clean,automatic,4wd,SUV,silver
5228,fredericksburg,4999,2008.0,nissan,altima,,4 cylinders,gas,171722.0,clean,automatic,fwd,sedan,blue
5229,fredericksburg,19900,2016.0,bmw,228i,,,gas,46512.0,clean,automatic,,convertible,white
5230,fredericksburg,2400,2004.0,,SCION XA HATCHBACK,good,4 cylinders,gas,171678.0,clean,automatic,fwd,hatchback,grey
5231,fredericksburg,7999,2009.0,toyota,rav4,,4 cylinders,gas,104769.0,clean,automatic,4wd,SUV,
5232,fredericksburg,10900,2015.0,nissan,altima,,4 cylinders,gas,38803.0,clean,automatic,fwd,sedan,
5233,fredericksburg,7999,2014.0,nissan,versa,,4 cylinders,gas,81370.0,clean,automatic,fwd,sedan,
5234,fredericksburg,19000,2017.0,audi,a4,,,gas,33404.0,clean,automatic,,sedan,silver
5235,fredericksburg,0,2017.0,honda,civic,,,gas,20242.0,clean,automatic,fwd,sedan,black
5236,fredericksburg,22995,2012.0,audi,a7,,6 cylinders,gas,40479.0,clean,automatic,4wd,sedan,silver
5237,fredericksburg,23900,2007.0,gmc,sierra,,,diesel,172261.0,clean,automatic,,,
5238,fredericksburg,33900,2016.0,ford,f-250,,,gas,30585.0,clean,automatic,,,
5239,fredericksburg,0,2018.0,kia,sorento,,,gas,45928.0,clean,automatic,4wd,wagon,blue
5240,fredericksburg,1500,2001.0,ford,f-150 xlt,salvage,8 cylinders,gas,227308.0,salvage,automatic,4wd,truck,black
5241,fredericksburg,15088,2019.0,volkswagen,jetta,,,gas,36152.0,clean,automatic,fwd,,blue
5242,fredericksburg,0,2018.0,dodge,grand caravan,,,other,49510.0,clean,automatic,fwd,mini-van,white
5243,fredericksburg,29988,2013.0,toyota,sienna le plus,,,gas,43159.0,clean,automatic,,,
5244,fredericksburg,4300,2010.0,nissan,altima,good,4 cylinders,gas,,clean,automatic,,coupe,black
5245,fredericksburg,1200,2000.0,chrysler,town & country,good,6 cylinders,gas,221414.0,clean,automatic,fwd,mini-van,black
5246,fredericksburg,0,2013.0,nissan,altima,,,gas,47001.0,clean,automatic,fwd,sedan,
5247,fredericksburg,0,2016.0,dodge,charger,,,gas,21299.0,clean,automatic,,sedan,black
5248,fredericksburg,0,2010.0,,BUY HERE!! PAY HERE!!,,,gas,,clean,other,,,
5249,fredericksburg,6500,2013.0,ford,fusion,,,gas,1170000.0,clean,automatic,,,
5250,fredericksburg,3900,2003.0,ford,f-150,good,8 cylinders,gas,,clean,automatic,4wd,pickup,yellow
5251,fredericksburg,0,2016.0,chevrolet,silverado,,,gas,29394.0,clean,automatic,4wd,pickup,black
5252,fredericksburg,6999,2009.0,ford,mustang gt premium,excellent,6 cylinders,gas,107210.0,clean,automatic,fwd,coupe,black
5253,fredericksburg,1925,2001.0,ram,3500 cargo van,good,8 cylinders,gas,86568.0,clean,automatic,rwd,van,white
5254,fredericksburg,23995,2015.0,ford,f-150,,,gas,69000.0,clean,automatic,,,
5255,fredericksburg,12500,2012.0,ford,f150 supercrew cab,,8 cylinders,other,164040.0,clean,automatic,4wd,pickup,white
5256,fredericksburg,17250,2015.0,chrysler,300,,,gas,33080.0,clean,automatic,,sedan,white
5257,fredericksburg,31000,2018.0,chevrolet,colorado,excellent,,diesel,26500.0,clean,automatic,4wd,truck,white
5258,fredericksburg,0,2016.0,ford,f-150,,,gas,54457.0,clean,automatic,4wd,pickup,red
5259,fredericksburg,13000,2008.0,ford,mustang,,,gas,63431.0,clean,automatic,,coupe,silver
5260,fredericksburg,0,2010.0,toyota,rav4,excellent,4 cylinders,gas,122280.0,clean,automatic,4wd,SUV,
5261,fredericksburg,0,2015.0,ford,f-150,,,gas,63231.0,clean,automatic,4wd,pickup,black
5262,fredericksburg,27995,2014.0,ford,f-150,,,gas,,clean,automatic,,,
5263,fredericksburg,8699,2014.0,chrysler,town & country,like new,6 cylinders,gas,126587.0,clean,automatic,fwd,van,blue
5264,fredericksburg,17500,2017.0,toyota,camry,,,gas,32941.0,clean,automatic,fwd,sedan,
5265,fredericksburg,0,2017.0,hyundai,sonata,,,gas,85055.0,clean,automatic,,sedan,brown
5266,fredericksburg,8000,2012.0,nissan,rogue,,,gas,66740.0,clean,automatic,fwd,wagon,silver
5267,fredericksburg,2500,2005.0,toyota,sienna le,excellent,6 cylinders,gas,206000.0,clean,automatic,fwd,mini-van,silver
5268,fredericksburg,17995,2011.0,toyota,tacoma,,6 cylinders,gas,114014.0,clean,automatic,4wd,truck,black
5269,fredericksburg,2795,2005.0,lexus,es330,excellent,6 cylinders,gas,226000.0,clean,automatic,fwd,sedan,white
5270,fredericksburg,1995,2008.0,chevrolet,uplander cargo,good,6 cylinders,gas,190000.0,clean,automatic,fwd,mini-van,white
5271,fredericksburg,22500,2014.0,bmw,335i,excellent,,gas,50219.0,clean,automatic,,,
5272,fredericksburg,18500,2017.0,toyota,rav4,,,gas,51640.0,clean,automatic,4wd,wagon,
5273,fredericksburg,12500,2014.0,dodge,charger,excellent,6 cylinders,gas,,clean,automatic,rwd,sedan,red
5274,fredericksburg,7000,2007.0,chevrolet,silverado,,,gas,,clean,automatic,,,
5275,fredericksburg,0,2013.0,toyota,tundra,,,gas,127286.0,clean,automatic,4wd,pickup,
5276,fredericksburg,0,2011.0,toyota,fj cruiser,excellent,6 cylinders,gas,97922.0,clean,automatic,4wd,SUV,
5277,fredericksburg,0,2005.0,ford,f-350,,,diesel,89781.0,clean,automatic,4wd,pickup,black
5278,fredericksburg,20000,1997.0,ford,f-350,good,8 cylinders,diesel,195000.0,clean,automatic,4wd,pickup,black
5279,fredericksburg,3500,2010.0,chevrolet,cobalt,good,4 cylinders,gas,,rebuilt,automatic,fwd,,
5280,fredericksburg,3500,2006.0,honda,accord ex,excellent,6 cylinders,gas,200000.0,salvage,manual,fwd,coupe,black
5281,fredericksburg,2799,2007.0,subaru,forester,,,gas,,clean,automatic,,,
5282,fredericksburg,1350,2005.0,ford,explorer xls 4wd,,6 cylinders,gas,208.0,clean,automatic,4wd,SUV,red
5283,fredericksburg,22500,2007.0,chevrolet,corvette,excellent,8 cylinders,gas,,clean,automatic,rwd,coupe,blue
5284,fredericksburg,5850,2005.0,chevrolet,silverado 1500,good,8 cylinders,gas,105600.0,clean,automatic,rwd,truck,
5285,fredericksburg,1750,2001.0,honda,civic ex,,,gas,,clean,automatic,,,
5286,fredericksburg,11350,2016.0,mazda,mazda3,,,gas,92195.0,clean,automatic,,sedan,red
5287,fredericksburg,9995,2005.0,chevrolet,suburban,,8 cylinders,gas,116851.0,clean,automatic,4wd,SUV,black
5288,fredericksburg,25000,2011.0,jeep,wrangler unlimited sport,good,,gas,58800.0,lien,automatic,4wd,,silver
5289,fredericksburg,0,2017.0,mercedes-benz,glc-class,,,gas,29534.0,clean,automatic,,SUV,red
5290,fredericksburg,20490,2014.0,nissan,armada,,,gas,95607.0,clean,automatic,4wd,wagon,black
5291,fredericksburg,5500,2013.0,ford,focus,excellent,4 cylinders,gas,109.0,clean,manual,fwd,sedan,silver
5292,fredericksburg,20000,2016.0,toyota,avalon,,,gas,28755.0,clean,automatic,fwd,sedan,white
5293,fredericksburg,0,2016.0,mercedes-benz,e-class,,,gas,30941.0,clean,automatic,,sedan,black
5294,fredericksburg,700,2003.0,kia,sedona,,,gas,,clean,automatic,,,
5295,fredericksburg,38000,2016.0,ram,2500,,,diesel,,lien,automatic,,,
5296,fredericksburg,0,2011.0,ram,,,,diesel,138286.0,clean,automatic,4wd,pickup,black
5297,fredericksburg,14400,2010.0,audi,q7,,,diesel,73231.0,clean,automatic,,SUV,black
5298,fredericksburg,2000,1989.0,mercedes-benz,560sec,fair,8 cylinders,gas,247000.0,clean,automatic,rwd,,black
5299,fredericksburg,8999,2008.0,chevrolet,silverado,,,gas,126090.0,clean,automatic,fwd,pickup,
5300,fredericksburg,11990,2018.0,volkswagen,jetta,,,gas,41846.0,clean,automatic,fwd,sedan,black
5301,fredericksburg,7500,1985.0,chevrolet,k20,good,8 cylinders,gas,,clean,manual,4wd,,white
5302,fredericksburg,0,2009.0,ford,f-150,,,other,160940.0,clean,automatic,4wd,pickup,blue
5303,fredericksburg,12300,2015.0,honda,accord,,,gas,57927.0,clean,automatic,,coupe,black
5304,fredericksburg,0,2018.0,volkswagen,tiguan,,,gas,9866.0,clean,automatic,fwd,SUV,
5305,fredericksburg,11990,2013.0,ford,edge,,,gas,88715.0,clean,automatic,,SUV,
5306,fredericksburg,0,2015.0,ram,1500,,,gas,25944.0,clean,automatic,4wd,pickup,orange
5307,fredericksburg,15500,2013.0,lexus,es,,,gas,57524.0,clean,automatic,fwd,sedan,black
5308,fredericksburg,17995,2014.0,ford,f-150,,8 cylinders,gas,111416.0,clean,automatic,4wd,truck,black
5309,fredericksburg,0,2017.0,honda,civic,,,gas,20242.0,clean,automatic,fwd,sedan,black
5310,fredericksburg,12490,2016.0,mazda,mazda3,,,gas,38903.0,clean,automatic,,sedan,blue
5311,fredericksburg,5500,2009.0,subaru,impreza hatchback,excellent,4 cylinders,gas,135332.0,clean,automatic,4wd,hatchback,
5312,fredericksburg,19700,2014.0,mercedes-benz,gl-class,,,gas,96400.0,clean,automatic,,SUV,black
5313,fredericksburg,2400,2009.0,pontiac,g5,excellent,,gas,146000.0,clean,automatic,,coupe,
5314,fredericksburg,0,2016.0,subaru,wrx,,,gas,40547.0,clean,automatic,,sedan,blue
5315,fredericksburg,2900,2005.0,chevrolet,trailblazer ls,good,6 cylinders,gas,186000.0,clean,automatic,4wd,SUV,black
5316,fredericksburg,13888,2004.0,chevrolet,silverado 1500 ss,,,gas,120348.0,clean,automatic,,,black
5317,fredericksburg,3100,2006.0,,scion xa,good,4 cylinders,gas,131537.0,clean,automatic,fwd,hatchback,blue
5318,fredericksburg,850,1999.0,,Mercury. sable,good,6 cylinders,gas,96006.0,clean,automatic,fwd,sedan,white
5319,fredericksburg,3600,2011.0,jeep,compass,good,4 cylinders,gas,157000.0,lien,automatic,4wd,,black
5320,fredericksburg,0,2016.0,honda,civic,,,gas,30290.0,clean,automatic,,sedan,
5321,fredericksburg,0,2016.0,buick,enclave,,,gas,36743.0,clean,automatic,,SUV,
5322,fredericksburg,13995,2013.0,acura,rdx,like new,6 cylinders,gas,70250.0,clean,automatic,4wd,SUV,silver
5323,fredericksburg,9477,2010.0,hyundai,genesis,,,gas,71620.0,clean,automatic,,sedan,black
5324,fredericksburg,8500,2008.0,toyota,tundra,excellent,6 cylinders,gas,191000.0,clean,automatic,rwd,truck,blue
5325,fredericksburg,18550,2013.0,gmc,sierra,,,gas,78769.0,clean,automatic,4wd,pickup,
5326,fredericksburg,25995,2015.0,chevrolet,tahoe,,8 cylinders,gas,97806.0,clean,automatic,4wd,SUV,silver
5327,fredericksburg,0,2013.0,ford,escape,,,gas,70028.0,clean,automatic,,SUV,black
5328,fredericksburg,18450,2015.0,dodge,durango,,,other,94628.0,clean,automatic,,SUV,
5329,fredericksburg,2300,1999.0,mazda,miata,fair,4 cylinders,gas,,clean,manual,rwd,convertible,blue
5330,fredericksburg,6477,2012.0,nissan,altima,,,gas,87785.0,clean,automatic,fwd,sedan,silver
5331,fredericksburg,0,2016.0,ford,edge,,,gas,36595.0,clean,automatic,,SUV,silver
5332,fredericksburg,18000,2016.0,mercedes-benz,c-class,,,gas,43052.0,clean,automatic,,sedan,red
5333,fredericksburg,17500,2010.0,cadillac,escalade,,,gas,108809.0,clean,automatic,4wd,SUV,red
5334,fredericksburg,9490,2014.0,honda,civic,,,gas,88293.0,clean,automatic,,sedan,brown
5335,fredericksburg,0,2017.0,toyota,tundra,,,gas,26095.0,clean,automatic,4wd,pickup,white
5336,fredericksburg,13000,2008.0,ford,mustang,,,gas,63431.0,clean,automatic,,coupe,silver
5337,fredericksburg,11350,2014.0,ford,explorer,,,gas,105255.0,clean,automatic,,SUV,blue
5338,fredericksburg,3500,2009.0,kia,optima ex,excellent,6 cylinders,gas,192000.0,clean,automatic,fwd,sedan,black
5339,fredericksburg,4300,2011.0,toyota,corolla,excellent,4 cylinders,gas,,clean,automatic,,,red
5340,fredericksburg,5695,2004.0,lexus,rx 330 rx330,excellent,6 cylinders,gas,152400.0,clean,automatic,4wd,SUV,silver
5341,fredericksburg,8477,2015.0,nissan,altima,,,gas,111040.0,clean,automatic,fwd,sedan,silver
5342,fredericksburg,8195,2012.0,toyota,prius v,excellent,4 cylinders,hybrid,130400.0,clean,automatic,fwd,hatchback,silver
5343,fredericksburg,16795,2008.0,ford,f-250,,,diesel,150260.0,clean,automatic,4wd,pickup,red
5344,fredericksburg,7000,2001.0,jeep,wrangler,,,gas,,clean,manual,,,
5345,fredericksburg,20000,2016.0,mercedes-benz,c-class,,,gas,21096.0,clean,automatic,,sedan,red
