,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color
8149,new river valley,3500,2008.0,bmw,328i,excellent,6 cylinders,gas,,clean,automatic,,truck,blue
8150,new river valley,20900,2013.0,ford,f-250,,,gas,165568.0,clean,automatic,,,
8151,new river valley,44500,2019.0,ford,f-250,,,diesel,16050.0,clean,automatic,,,
8152,new river valley,6500,2005.0,lexus,gx470 awd,good,8 cylinders,gas,282000.0,clean,automatic,4wd,,white
8153,new river valley,2500,1999.0,ram,2500,,,gas,,clean,automatic,,,
8154,new river valley,0,2010.0,mercedes-benz,glk-class,,6 cylinders,gas,135977.0,clean,automatic,4wd,SUV,white
8155,new river valley,0,2013.0,infiniti,jx35,,6 cylinders,gas,111044.0,clean,automatic,4wd,SUV,silver
8156,new river valley,6400,2012.0,chevrolet,cruze,like new,4 cylinders,gas,106328.0,lien,manual,fwd,sedan,white
8157,new river valley,2500,2004.0,mitsubishi,eclipse,good,4 cylinders,gas,134000.0,clean,manual,fwd,coupe,green
8158,new river valley,0,2016.0,jeep,wrangler unlimited,,6 cylinders,gas,39293.0,clean,automatic,4wd,SUV,blue
8159,new river valley,0,2015.0,kia,optima,,4 cylinders,gas,84241.0,clean,automatic,fwd,sedan,black
8160,new river valley,0,2016.0,bmw,640 gran coupe,,6 cylinders,gas,57068.0,clean,automatic,4wd,sedan,black
8161,new river valley,2500,1999.0,ford,ranger xlt,fair,6 cylinders,gas,240000.0,clean,automatic,rwd,pickup,brown
8162,new river valley,5008,2012.0,ford,focus,,4 cylinders,gas,89929.0,clean,automatic,fwd,hatchback,white
8163,new river valley,4421,2005.0,honda,civic,,4 cylinders,gas,154598.0,clean,manual,fwd,coupe,black
8164,new river valley,13700,2011.0,subaru,impreza wrx,,,gas,57500.0,clean,manual,,,
8165,new river valley,7900,2012.0,ford,focus sel,excellent,4 cylinders,gas,74986.0,clean,automatic,fwd,hatchback,blue
8166,new river valley,7800,1999.0,gmc,sierra,excellent,8 cylinders,gas,125000.0,clean,automatic,,,
8167,new river valley,7900,2003.0,chevrolet,s10 pickup,like new,6 cylinders,gas,,clean,automatic,4wd,,
8168,new river valley,10000,2000.0,toyota,tundra,excellent,8 cylinders,gas,125000.0,clean,automatic,4wd,truck,white
8169,new river valley,7000,1978.0,ford,ranchero,excellent,8 cylinders,gas,55731.0,clean,automatic,rwd,pickup,blue
8170,new river valley,45900,2019.0,ford,f-150,,,diesel,16696.0,clean,automatic,,,
8171,new river valley,0,2012.0,honda,civic,,4 cylinders,gas,94249.0,clean,manual,fwd,coupe,grey
8172,new river valley,6995,2011.0,chevrolet,traverse lt,excellent,6 cylinders,gas,74731.0,clean,automatic,fwd,SUV,red
8173,new river valley,10900,2011.0,ford,ranger,,,gas,173743.0,clean,automatic,,,
8174,new river valley,36900,2005.0,ford,f-550,,,diesel,39458.0,clean,automatic,,,
8175,new river valley,4996,2001.0,chrysler,pt cruiser,,,gas,76645.0,clean,automatic,,,
8176,new river valley,35900,2015.0,ford,f-250,,,diesel,28746.0,clean,automatic,,,
8177,new river valley,30000,2016.0,ford,f150 supercrew cab,excellent,8 cylinders,gas,58000.0,clean,automatic,4wd,truck,silver
8178,new river valley,0,2012.0,ford,fusion,,6 cylinders,gas,112278.0,clean,automatic,fwd,sedan,red
8179,new river valley,0,2017.0,chevrolet,camaro,,8 cylinders,gas,37993.0,clean,automatic,rwd,coupe,blue
8180,new river valley,0,2015.0,,Maserati Ghibli,,6 cylinders,gas,26101.0,clean,automatic,rwd,sedan,black
8181,new river valley,0,2017.0,audi,a8,,8 cylinders,gas,60955.0,clean,automatic,4wd,sedan,grey
8182,new river valley,0,2013.0,mercedes-benz,s-class,,8 cylinders,gas,69016.0,clean,automatic,rwd,sedan,black
8183,new river valley,6500,2004.0,ford,f-150,good,8 cylinders,gas,215000.0,clean,automatic,4wd,truck,silver
8184,new river valley,0,2013.0,chevrolet,silverado 1500,,8 cylinders,gas,116370.0,clean,automatic,4wd,truck,black
8185,new river valley,0,2018.0,ram,3500,,6 cylinders,diesel,35105.0,clean,automatic,4wd,truck,black
8186,new river valley,3400,2009.0,volkswagen,jetta,good,,gas,176000.0,clean,manual,,,black
8187,new river valley,0,2011.0,subaru,impreza wrx sti,,4 cylinders,gas,87279.0,clean,manual,4wd,hatchback,black
8188,new river valley,8500,2008.0,chevrolet,silverado 1500,good,,gas,,clean,automatic,,,
8189,new river valley,0,2015.0,chevrolet,silverado 1500,,8 cylinders,gas,16309.0,clean,automatic,4wd,truck,black
8190,new river valley,0,2015.0,chevrolet,sonic,,4 cylinders,gas,42983.0,clean,automatic,fwd,sedan,black
8191,new river valley,0,2012.0,,Isuzu NPR,,,gas,105714.0,clean,automatic,rwd,truck,white
8192,new river valley,0,2016.0,jeep,grand cherokee,,6 cylinders,gas,17535.0,clean,automatic,4wd,SUV,white
8193,new river valley,0,2011.0,cadillac,escalade ext,,8 cylinders,gas,99283.0,clean,automatic,4wd,SUV,white
8194,new river valley,16900,2004.0,ford,f-550 4x4 v-10,good,10 cylinders,gas,,clean,automatic,4wd,other,white
8195,new river valley,0,2018.0,jeep,wrangler unlimited,,6 cylinders,gas,14380.0,clean,manual,4wd,SUV,white
8196,new river valley,2400,2002.0,jaguar,s-type,good,8 cylinders,gas,204200.0,clean,automatic,rwd,sedan,green
8197,new river valley,4200,2004.0,ford,explorer limited,excellent,8 cylinders,gas,,clean,automatic,4wd,,red
8198,new river valley,3300,2004.0,hyundai,santa fe,excellent,4 cylinders,gas,102862.0,clean,automatic,fwd,SUV,black
8199,new river valley,9900,2008.0,chevrolet,tahoe 4x4,good,,hybrid,154000.0,lien,automatic,4wd,SUV,white
8200,new river valley,0,2012.0,ram,3500,,6 cylinders,diesel,60439.0,clean,automatic,4wd,truck,silver
8201,new river valley,8995,2010.0,chevrolet,camaro 1lt,like new,6 cylinders,gas,137873.0,clean,automatic,rwd,coupe,black
8202,new river valley,2000,1996.0,mitsubishi,eclipse spyder gs-t,,,gas,,clean,automatic,,,
8203,new river valley,0,2012.0,ford,f-350,,8 cylinders,diesel,77013.0,clean,automatic,4wd,truck,white
8204,new river valley,1500,1992.0,dodge,dakota,good,8 cylinders,gas,,clean,automatic,rwd,truck,red
8205,new river valley,5000,2009.0,subaru,forester,good,4 cylinders,gas,204800.0,clean,automatic,4wd,SUV,blue
8206,new river valley,0,2016.0,chrysler,300,,6 cylinders,gas,117382.0,clean,automatic,rwd,sedan,grey
8207,new river valley,0,2014.0,dodge,challenger rt,,8 cylinders,gas,46089.0,clean,manual,rwd,coupe,red
8208,new river valley,0,2015.0,nissan,quest,,6 cylinders,gas,55802.0,clean,automatic,fwd,van,grey
8209,new river valley,0,2017.0,kia,rio,,4 cylinders,gas,73504.0,clean,manual,fwd,sedan,white
8210,new river valley,9000,2009.0,honda,ridgeline rtl,good,6 cylinders,gas,,clean,automatic,4wd,truck,white
8211,new river valley,0,2011.0,jaguar,xj,,8 cylinders,gas,83863.0,clean,automatic,rwd,sedan,grey
8212,new river valley,13950,2010.0,chevrolet,suburban,excellent,8 cylinders,gas,184106.0,clean,automatic,4wd,SUV,white
8213,new river valley,4950,2009.0,ford,escape,excellent,6 cylinders,gas,134865.0,clean,automatic,fwd,SUV,white
8214,new river valley,30000,2008.0,ford,f750,good,6 cylinders,diesel,52246.0,clean,automatic,,truck,white
8215,new river valley,5500,2012.0,ford,focus titanium,like new,4 cylinders,gas,135029.0,clean,automatic,fwd,sedan,white
8216,new river valley,9999,2010.0,ford,fusion,like new,4 cylinders,hybrid,30000.0,clean,automatic,fwd,sedan,grey
8217,new river valley,12500,2006.0,ford,f-250,good,,diesel,128.0,clean,automatic,,truck,
8218,new river valley,14900,2002.0,ram,van,,,gas,28378.0,clean,automatic,,,
8219,new river valley,16500,2007.0,ford,f-450,,,diesel,144616.0,clean,automatic,,,
8220,new river valley,5000,1970.0,ford,ranger,good,8 cylinders,gas,,clean,automatic,rwd,pickup,
8221,new river valley,22000,1971.0,chevrolet,nova ss,excellent,8 cylinders,gas,,clean,automatic,rwd,coupe,red
8222,new river valley,24900,2007.0,ford,f-250,,,diesel,94590.0,clean,automatic,,,
8223,new river valley,3300,2002.0,toyota,camry,excellent,6 cylinders,gas,168000.0,clean,automatic,fwd,sedan,
8224,new river valley,0,2017.0,volkswagen,golf,,4 cylinders,gas,28361.0,clean,automatic,fwd,hatchback,blue
8225,new river valley,0,2019.0,ford,f-150,,6 cylinders,gas,8551.0,clean,automatic,4wd,truck,white
8226,new river valley,0,2016.0,jeep,wrangler unlimited,,6 cylinders,gas,82579.0,clean,automatic,4wd,SUV,black
8227,new river valley,5500,2011.0,nissan,rogue s,excellent,4 cylinders,gas,94000.0,clean,automatic,4wd,SUV,silver
8228,new river valley,7438,2013.0,ford,escape,,4 cylinders,gas,121622.0,clean,automatic,fwd,SUV,brown
8229,new river valley,0,2015.0,ford,f-150,,6 cylinders,gas,77472.0,clean,automatic,4wd,truck,silver
8230,new river valley,2000,1995.0,ford,ranger,,,gas,175000.0,clean,manual,,,
8231,new river valley,0,2016.0,toyota,scion tc,,4 cylinders,gas,43853.0,clean,automatic,fwd,coupe,grey
8232,new river valley,5000,1989.0,toyota,4runner 4wd,good,6 cylinders,gas,131050.0,clean,manual,4wd,SUV,grey
8233,new river valley,0,2015.0,tesla,model s,,,electric,29757.0,clean,automatic,4wd,sedan,white
8234,new river valley,3800,2011.0,volkswagen,jetta 1.4t s,excellent,4 cylinders,gas,134469.0,clean,manual,fwd,sedan,blue
8235,new river valley,5990,2007.0,toyota,camry hybrid,good,4 cylinders,hybrid,86600.0,clean,automatic,fwd,sedan,red
8236,new river valley,0,2015.0,chevrolet,suburban 1500,,8 cylinders,gas,99407.0,clean,automatic,4wd,SUV,silver
8237,new river valley,28900,2013.0,ford,f-250,,,diesel,126301.0,clean,automatic,,,
8238,new river valley,3500,2007.0,jeep,compass sport,excellent,4 cylinders,gas,160272.0,clean,automatic,4wd,SUV,brown
8239,new river valley,9450,2011.0,honda,cr-v,excellent,4 cylinders,gas,117148.0,clean,automatic,4wd,SUV,red
8240,new river valley,0,2015.0,bmw,650 gran coupe,,8 cylinders,gas,75713.0,clean,automatic,rwd,sedan,black
8241,new river valley,16900,2004.0,ford,f-250,,,diesel,129841.0,clean,automatic,,,
8242,new river valley,0,2016.0,jeep,grand cherokee,,6 cylinders,diesel,23740.0,clean,automatic,4wd,SUV,black
8243,new river valley,0,2017.0,infiniti,qx80,,8 cylinders,gas,62967.0,clean,automatic,4wd,SUV,white
8244,new river valley,0,2016.0,nissan,titan xd,,8 cylinders,diesel,66430.0,clean,automatic,4wd,truck,red
8245,new river valley,0,2016.0,buick,encore,,4 cylinders,gas,36959.0,clean,automatic,4wd,SUV,custom
8246,new river valley,0,2016.0,bmw,328d,,4 cylinders,diesel,53134.0,clean,automatic,4wd,sedan,white
8247,new river valley,3800,2012.0,ford,focus se,excellent,4 cylinders,gas,161245.0,clean,automatic,fwd,sedan,silver
8248,new river valley,12900,2004.0,ford,f-250,,,gas,193166.0,clean,automatic,,,
8249,new river valley,28900,2011.0,ford,f-250,,,gas,89475.0,clean,automatic,,,
8250,new river valley,29900,2015.0,ford,f-250,,,diesel,148369.0,clean,automatic,,,
8251,new river valley,27900,2012.0,ford,f-250,,,diesel,136939.0,clean,automatic,,,
8252,new river valley,2000,2001.0,nissan,maxima,good,,gas,200000.0,clean,automatic,fwd,sedan,
8253,new river valley,10500,1967.0,ford,galaxie 500,good,8 cylinders,gas,,clean,automatic,,other,white
8254,new river valley,3000,1991.0,toyota,pickup,excellent,4 cylinders,gas,260000.0,clean,manual,4wd,truck,custom
8255,new river valley,6995,2008.0,mercedes-benz,c-class 4 matic,excellent,6 cylinders,gas,148444.0,clean,automatic,fwd,sedan,grey
8256,new river valley,5500,2004.0,ford,crown victoria,excellent,8 cylinders,gas,89000.0,clean,automatic,rwd,sedan,blue
8257,new river valley,0,2015.0,cadillac,ats,,6 cylinders,gas,97133.0,clean,automatic,rwd,sedan,black
8258,new river valley,3700,2009.0,mazda,mazda5 gr touring,excellent,4 cylinders,gas,130231.0,clean,automatic,fwd,mini-van,red
8259,new river valley,2500,2002.0,pontiac,sunfire se,good,4 cylinders,gas,114000.0,clean,automatic,fwd,,
8260,new river valley,1800,2003.0,ford,windstar,fair,,gas,160000.0,clean,automatic,fwd,van,green
8261,new river valley,8950,2008.0,bmw,7-series,excellent,8 cylinders,gas,118553.0,clean,automatic,rwd,sedan,black
8262,new river valley,3250,2002.0,honda,civic,excellent,4 cylinders,gas,148530.0,clean,automatic,fwd,coupe,red
8263,new river valley,9500,2013.0,kia,sportage,excellent,,gas,88018.0,clean,automatic,,SUV,blue
8264,new river valley,5200,2013.0,mitsubishi,lancer es,excellent,4 cylinders,gas,137716.0,clean,automatic,fwd,sedan,red
8265,new river valley,1999,2000.0,volkswagen,beetle 2000,fair,4 cylinders,gas,31000.0,clean,manual,fwd,coupe,yellow
8266,new river valley,7500,2013.0,cadillac,ats awd,excellent,6 cylinders,gas,130383.0,clean,automatic,4wd,sedan,black
8267,new river valley,29900,2012.0,jeep,wrangler rubicon,excellent,6 cylinders,gas,58100.0,lien,automatic,4wd,,red
8268,new river valley,42000,2017.0,ford,f-250,,,diesel,154647.0,clean,automatic,,,
8269,new river valley,22900,2008.0,ford,f-350,,,diesel,156079.0,clean,automatic,,,
8270,new river valley,2500,1998.0,toyota,tacoma,excellent,4 cylinders,gas,240000.0,clean,automatic,rwd,truck,grey
8271,new river valley,20989,2017.0,kia,sorento ex turbo,,,gas,,clean,automatic,,,
8272,new river valley,5200,2012.0,ford,focus se,excellent,4 cylinders,gas,125793.0,clean,automatic,fwd,hatchback,silver
8273,new river valley,4500,2010.0,mazda,mazda3 i touring,excellent,4 cylinders,gas,155295.0,clean,automatic,fwd,sedan,grey
8274,new river valley,26989,2019.0,subaru,outback 2.5i premium awd,like new,,gas,,clean,automatic,4wd,,
8275,new river valley,5500,2007.0,saturn,outlook,fair,6 cylinders,gas,,clean,automatic,4wd,SUV,red
8276,new river valley,2950,2004.0,honda,accord lx,good,4 cylinders,gas,209386.0,clean,automatic,fwd,sedan,
8277,new river valley,13550,2010.0,mercedes-benz,cls-class,excellent,8 cylinders,gas,79714.0,clean,automatic,4wd,coupe,black
8278,new river valley,6500,1984.0,chevrolet,el camino,good,8 cylinders,gas,58201.0,clean,automatic,,,black
8279,new river valley,4400,2009.0,chevrolet,impala,good,6 cylinders,gas,159000.0,clean,automatic,,sedan,red
8280,new river valley,5500,1954.0,buick,super,,8 cylinders,gas,81000.0,clean,automatic,,,
8281,new river valley,33900,2006.0,gmc,sierra,,,diesel,48834.0,clean,automatic,,,
8282,new river valley,19900,2002.0,ford,f-250,,,diesel,136548.0,clean,automatic,,,
8283,new river valley,4695,2006.0,mercury,mariner,excellent,6 cylinders,gas,149170.0,clean,automatic,4wd,SUV,red
8284,new river valley,1500,2006.0,dodge,grand caravan sxt,good,6 cylinders,gas,221000.0,clean,automatic,fwd,mini-van,black
8285,new river valley,1500,1992.0,chevrolet,s10 pickup,fair,6 cylinders,gas,107000.0,clean,manual,rwd,pickup,white
8286,new river valley,0,2016.0,toyota,prius,,4 cylinders,hybrid,54410.0,clean,automatic,fwd,hatchback,silver
8287,new river valley,0,2013.0,mercedes-benz,c-class,,4 cylinders,gas,97642.0,clean,automatic,rwd,sedan,black
8288,new river valley,42900,2019.0,ram,pickup 2500,,,diesel,11637.0,clean,automatic,,,
8289,new river valley,21900,2009.0,ford,f-250,,,gas,104845.0,clean,automatic,,,
8290,new river valley,0,2013.0,volkswagen,jetta,,4 cylinders,diesel,67087.0,clean,automatic,fwd,sedan,black
8291,new river valley,3700,2006.0,volkswagen,passat,excellent,4 cylinders,gas,116600.0,clean,automatic,,sedan,grey
8292,new river valley,0,2014.0,volkswagen,passat,,4 cylinders,diesel,18141.0,clean,automatic,fwd,sedan,grey
8293,new river valley,29000,2015.0,chevrolet,silverado 2500hd,excellent,8 cylinders,gas,,clean,automatic,4wd,truck,white
8294,new river valley,0,2018.0,honda,accord,,4 cylinders,gas,23042.0,clean,automatic,fwd,sedan,brown
8295,new river valley,10200,2011.0,honda,pilot ex-l 4wd,,,gas,140500.0,clean,automatic,,,
8296,new river valley,0,2009.0,subaru,tribeca,,6 cylinders,gas,123002.0,clean,automatic,4wd,SUV,white
8297,new river valley,0,2015.0,jeep,wrangler unlimited,,6 cylinders,gas,41707.0,clean,automatic,4wd,SUV,white
8298,new river valley,7900,2006.0,toyota,4 runner,,,gas,217000.0,clean,automatic,4wd,SUV,white
8299,new river valley,0,2019.0,ford,f-150,,6 cylinders,gas,364.0,clean,automatic,4wd,truck,white
8300,new river valley,0,2008.0,lincoln,mkx,,6 cylinders,gas,136341.0,clean,automatic,fwd,SUV,blue
8301,new river valley,4950,2002.0,chevrolet,camaro,excellent,6 cylinders,gas,127500.0,clean,automatic,rwd,convertible,orange
8302,new river valley,2000,2003.0,audi,a4,good,4 cylinders,gas,192000.0,clean,manual,4wd,sedan,black
8303,new river valley,5995,2013.0,ford,taurus police interceptor,like new,6 cylinders,gas,120278.0,clean,automatic,4wd,sedan,white
8304,new river valley,2700,2004.0,jeep,grand cherokee,good,8 cylinders,gas,173000.0,clean,automatic,4wd,SUV,silver
8305,new river valley,5500,2013.0,ford,taurus police interceptor,like new,6 cylinders,gas,133358.0,clean,automatic,4wd,sedan,grey
8306,new river valley,3999,2004.0,chevrolet,tahoe,good,8 cylinders,gas,246000.0,clean,automatic,4wd,SUV,green
8307,new river valley,13500,2014.0,mazda,miata mx-5,excellent,4 cylinders,gas,32800.0,clean,manual,rwd,convertible,silver
8308,new river valley,16900,2003.0,chevrolet,silverado,,,diesel,205671.0,clean,automatic,,,
8309,new river valley,22500,2008.0,ford,f250,,,diesel,,lien,manual,,,
8310,new river valley,4899,1999.0,ford,crown victoria ltd,,,gas,,clean,automatic,,sedan,
8311,new river valley,35900,2014.0,ford,f-250,,,diesel,131471.0,clean,automatic,,,
8312,new river valley,22900,2006.0,ford,f-250,,,diesel,121089.0,clean,automatic,,,
8313,new river valley,2500,1994.0,ford,f-150,,,gas,,clean,manual,,,
8314,new river valley,12900,2006.0,toyota,tacoma,good,6 cylinders,gas,179090.0,clean,automatic,4wd,truck,white
8315,norfolk / hampton roads,5000,2002.0,mazda,miata,good,4 cylinders,gas,117500.0,clean,manual,rwd,convertible,blue
8316,norfolk / hampton roads,2600,2008.0,honda,civic,,,gas,,clean,automatic,,,
8317,norfolk / hampton roads,5500,1999.0,pontiac,formula firebird,excellent,8 cylinders,gas,96000.0,clean,automatic,rwd,other,red
8318,norfolk / hampton roads,13500,2007.0,toyota,tacoma trd sport sr5,good,6 cylinders,gas,156000.0,clean,automatic,4wd,truck,silver
8319,norfolk / hampton roads,3500,2009.0,ford,f-350,good,8 cylinders,gas,,clean,automatic,4wd,truck,white
8320,norfolk / hampton roads,6500,2012.0,volkswagen,gti,good,4 cylinders,gas,119000.0,lien,automatic,fwd,hatchback,grey
8321,norfolk / hampton roads,27995,2007.0,chevrolet,silverado 3500hd,,8 cylinders,diesel,139000.0,clean,automatic,4wd,,black
8322,norfolk / hampton roads,8000,2002.0,,isuzu npr,good,8 cylinders,gas,,clean,automatic,rwd,truck,white
8323,norfolk / hampton roads,19750,2013.0,lexus,rx 350,excellent,6 cylinders,gas,79173.0,lien,automatic,fwd,SUV,blue
8324,norfolk / hampton roads,2995,2008.0,nissan,versa,excellent,4 cylinders,gas,172084.0,clean,automatic,fwd,hatchback,
8325,norfolk / hampton roads,3150,2008.0,hyundai,sonata,excellent,6 cylinders,gas,180000.0,clean,automatic,fwd,sedan,
8326,norfolk / hampton roads,4995,2007.0,honda,accord,excellent,4 cylinders,gas,180000.0,clean,automatic,fwd,sedan,
8327,norfolk / hampton roads,3495,2007.0,ford,explorer,excellent,6 cylinders,gas,163000.0,clean,automatic,rwd,SUV,
8328,norfolk / hampton roads,4495,2007.0,ford,edge,excellent,6 cylinders,gas,132000.0,clean,automatic,4wd,SUV,
8329,norfolk / hampton roads,2995,2006.0,volkswagen,jetta,excellent,5 cylinders,gas,162000.0,clean,automatic,fwd,sedan,
8330,norfolk / hampton roads,7000,2014.0,nissan,versa note sv,like new,,gas,95000.0,clean,automatic,fwd,sedan,grey
8331,norfolk / hampton roads,3990,2005.0,gmc,sierra,,,gas,102446.0,clean,automatic,fwd,pickup,black
8332,norfolk / hampton roads,4000,2002.0,mercedes-benz,benz,excellent,6 cylinders,gas,96000.0,clean,automatic,rwd,sedan,
8333,norfolk / hampton roads,3990,2004.0,nissan,xterra,,,gas,166094.0,clean,automatic,4wd,wagon,red
8334,norfolk / hampton roads,4990,2006.0,honda,odyssey,,,gas,151375.0,clean,automatic,,mini-van,silver
8335,norfolk / hampton roads,2300,1999.0,,1999,excellent,4 cylinders,gas,200000.0,clean,automatic,fwd,sedan,green
8336,norfolk / hampton roads,7500,2012.0,volkswagen,jetta 2.5l se,excellent,5 cylinders,gas,61000.0,clean,automatic,fwd,sedan,white
8337,norfolk / hampton roads,16000,1971.0,,71 Oldmobile Cutlass Supreme,excellent,8 cylinders,gas,48780.0,clean,automatic,rwd,convertible,red
8338,norfolk / hampton roads,2700,2007.0,chevrolet,malibu ls,like new,4 cylinders,gas,130000.0,clean,automatic,fwd,sedan,silver
8339,norfolk / hampton roads,9999,2016.0,toyota,corolla,good,4 cylinders,gas,83500.0,clean,automatic,fwd,sedan,silver
8340,norfolk / hampton roads,1200,2004.0,acura,tsx sedan,fair,4 cylinders,gas,,clean,automatic,,sedan,blue
8341,norfolk / hampton roads,24500,2011.0,jeep,wrangler unlimited,excellent,6 cylinders,gas,85000.0,lien,automatic,4wd,SUV,black
8342,norfolk / hampton roads,1700,2001.0,,Pt Cruiser,,,gas,103000.0,clean,manual,,,
8343,norfolk / hampton roads,22900,2013.0,jeep,wrangler unlimited,,6 cylinders,gas,,clean,automatic,4wd,SUV,black
8344,norfolk / hampton roads,8100,2011.0,toyota,rav4,excellent,4 cylinders,gas,,clean,automatic,,SUV,silver
8345,norfolk / hampton roads,14995,2008.0,cadillac,escalade,,,gas,130006.0,clean,automatic,fwd,SUV,black
8346,norfolk / hampton roads,2500,1972.0,chevrolet,c10,,8 cylinders,gas,,clean,automatic,,,
8347,norfolk / hampton roads,17995,2011.0,chevrolet,express 3500,excellent,8 cylinders,gas,35187.0,clean,automatic,rwd,van,blue
8348,norfolk / hampton roads,17995,2014.0,chevrolet,express 3500,excellent,8 cylinders,gas,75314.0,clean,automatic,rwd,van,silver
8349,norfolk / hampton roads,0,2015.0,ram,1500,,6 cylinders,diesel,84240.0,clean,automatic,rwd,truck,white
8350,norfolk / hampton roads,17995,2011.0,chevrolet,express 3500,excellent,8 cylinders,gas,49998.0,clean,automatic,rwd,van,blue
8351,norfolk / hampton roads,5900,2014.0,chevrolet,cruze lt,excellent,4 cylinders,gas,,clean,automatic,fwd,sedan,blue
8352,norfolk / hampton roads,15995,2011.0,chevrolet,express 3500,excellent,8 cylinders,gas,71765.0,clean,automatic,rwd,van,blue
8353,norfolk / hampton roads,2950,2006.0,mercury,grand marquis,excellent,8 cylinders,gas,193100.0,clean,automatic,rwd,sedan,green
8354,norfolk / hampton roads,12995,2009.0,chevrolet,express 2500,excellent,8 cylinders,gas,74039.0,clean,automatic,rwd,van,green
8355,norfolk / hampton roads,38000,2015.0,chevrolet,silverado 3500hd,excellent,8 cylinders,diesel,140000.0,lien,automatic,4wd,,silver
8356,norfolk / hampton roads,17955,2014.0,chevrolet,express 3500,excellent,8 cylinders,gas,82700.0,clean,automatic,rwd,van,grey
8357,norfolk / hampton roads,13995,2008.0,ford,econoline e350,excellent,8 cylinders,gas,59900.0,clean,automatic,rwd,van,white
8358,norfolk / hampton roads,8995,2011.0,kia,sorento lx,excellent,4 cylinders,gas,92355.0,clean,automatic,fwd,SUV,purple
8359,norfolk / hampton roads,11500,2004.0,ford,f-350,like new,8 cylinders,diesel,,clean,automatic,4wd,truck,custom
8360,norfolk / hampton roads,8750,2012.0,volvo,s60,excellent,5 cylinders,gas,82282.0,clean,automatic,fwd,sedan,silver
8361,norfolk / hampton roads,10995,2011.0,nissan,maxima,excellent,6 cylinders,gas,97625.0,clean,automatic,fwd,sedan,white
8362,norfolk / hampton roads,11500,1993.0,mazda,rx-7,fair,other,gas,89582.0,clean,automatic,rwd,coupe,red
8363,norfolk / hampton roads,135000,2016.0,hyundai,santa fe sport,excellent,4 cylinders,gas,65000.0,clean,automatic,fwd,SUV,grey
8364,norfolk / hampton roads,5000,2010.0,nissan,rogue,good,,gas,140495.0,clean,automatic,,,
8365,norfolk / hampton roads,3495,2006.0,,scion xa,,,gas,149000.0,clean,automatic,,hatchback,silver
8366,norfolk / hampton roads,14500,2006.0,chevrolet,silverado 2500hd,excellent,8 cylinders,diesel,,clean,automatic,4wd,truck,white
8367,norfolk / hampton roads,3800,2000.0,toyota,4runner,good,6 cylinders,gas,,clean,automatic,4wd,,silver
8368,norfolk / hampton roads,5250,2002.0,toyota,tacoma prerunner,good,4 cylinders,gas,197030.0,clean,automatic,rwd,pickup,black
8369,norfolk / hampton roads,6500,2009.0,honda,accord,excellent,4 cylinders,gas,135800.0,clean,automatic,fwd,sedan,grey
8370,norfolk / hampton roads,3750,2007.0,honda,pilot,good,4 cylinders,gas,182000.0,clean,automatic,4wd,SUV,black
8371,norfolk / hampton roads,5000,2007.0,toyota,camry xle,excellent,4 cylinders,gas,156200.0,clean,automatic,fwd,sedan,silver
8372,norfolk / hampton roads,8000,2007.0,toyota,highlander limited,excellent,6 cylinders,gas,153500.0,clean,automatic,fwd,SUV,grey
8373,norfolk / hampton roads,5000,2007.0,toyota,camry,excellent,4 cylinders,gas,142400.0,clean,automatic,fwd,sedan,green
8374,norfolk / hampton roads,3295,2005.0,jeep,liberty,,,gas,146000.0,clean,automatic,,SUV,silver
8375,norfolk / hampton roads,2595,2005.0,,saab 9-3,,,gas,180000.0,clean,automatic,,sedan,black
8376,norfolk / hampton roads,27700,2015.0,ram,1500,,,diesel,124000.0,clean,automatic,4wd,pickup,white
8377,norfolk / hampton roads,2995,2006.0,buick,lacrosse cx,,,gas,147000.0,clean,automatic,,sedan,silver
8378,norfolk / hampton roads,10000,1959.0,,Galaxie 500,excellent,8 cylinders,gas,,clean,automatic,rwd,sedan,black
8379,norfolk / hampton roads,950,1998.0,saturn,sw1,good,4 cylinders,gas,264012.0,clean,manual,fwd,wagon,
8380,norfolk / hampton roads,11250,2011.0,honda,odyssey ex-l,excellent,6 cylinders,gas,112981.0,clean,automatic,fwd,mini-van,black
8381,norfolk / hampton roads,3950,2004.0,chevrolet,silverado 1500,good,6 cylinders,gas,188100.0,clean,automatic,rwd,pickup,white
8382,norfolk / hampton roads,8750,2015.0,volkswagen,jetta se,excellent,4 cylinders,gas,70741.0,clean,automatic,fwd,sedan,blue
8383,norfolk / hampton roads,15500,2009.0,subaru,impreza wrx sti,excellent,4 cylinders,gas,110094.0,clean,manual,4wd,hatchback,black
8384,norfolk / hampton roads,4800,2008.0,ford,escape,,,gas,,clean,automatic,,,
8385,norfolk / hampton roads,0,2018.0,jeep,wrangler jk unlimited,,6 cylinders,gas,8094.0,clean,automatic,4wd,SUV,silver
8386,norfolk / hampton roads,8750,2007.0,nissan,exterra,excellent,6 cylinders,gas,76314.0,clean,automatic,4wd,SUV,yellow
8387,norfolk / hampton roads,9250,2006.0,nissan,armada le,excellent,8 cylinders,gas,85252.0,clean,automatic,4wd,SUV,white
8388,norfolk / hampton roads,7250,2011.0,mini,cooper s,excellent,4 cylinders,gas,82201.0,clean,automatic,fwd,coupe,blue
